work_order,priority,workstream,country,issue,date_or_span,title_or_scope,evidence_count,private_record_count,high_priority_print_leads,public_statement_count,source_or_folder,related_export,related_rank_or_id,recommended_action,why_it_matters,first_link,supporting_links
52,Critical,Source-folder follow-up,"Argentina; Bolivia; Colombia; Peru",,1989-03-01 to 1989-12-18,"Bolivia - January 20, 1989-December 31, 1989",27,0,9,,"Latin American Affairs Directorate Subject Files - Bolivia - January 20, 1989-December 31, 1989","archival-source-ledger.csv; print-candidates.csv",10,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.","Bolivia - January 20, 1989-December 31, 1989; CF00189-012; Latin American Affairs Directorate Subject Files",https://catalog.archives.gov/id/470766485,"https://catalog.archives.gov/id/470766485; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-012.pdf; https://catalog.archives.gov/id/376217847"
53,Critical,Source-folder follow-up,"Argentina; Bolivia; Brazil; Colombia; Peru; Uruguay",,1989-05-11 to 1989-05-18,"May 16, 1989-May 30, 1989 [3]",11,0,9,,"Latin American Directorate Chronological Files - May 16, 1989-May 30, 1989 [3]","archival-source-ledger.csv; print-candidates.csv",11,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.","CF00301-015; Latin American Directorate Chronological Files; May 16, 1989-May 30, 1989 [3]",https://catalog.archives.gov/id/470766432,"https://catalog.archives.gov/id/470766432; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-015.pdf; https://catalog.archives.gov/id/2197972"
54,Critical,Source-folder follow-up,"Bolivia; Brazil; Guyana; Peru; Venezuela",,1989-05-13 to 1989-05-24,"May 16, 1989-May 30, 1989 [2]",10,0,9,,"Latin American Directorate Chronological Files - May 16, 1989-May 30, 1989 [2]","archival-source-ledger.csv; print-candidates.csv",12,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.","CF00301-014; Latin American Directorate Chronological Files; May 16, 1989-May 30, 1989 [2]",https://catalog.archives.gov/id/470766431,"https://catalog.archives.gov/id/470766431; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-014.pdf; https://catalog.archives.gov/id/2197972"
55,Critical,Source-folder follow-up,"Bolivia; Colombia; Peru",,1989-08-24 to 1989-09-18,"Colombia - January 20, 1989-December 31, 1989 [3]",16,0,8,,"Latin American Affairs Directorate Subject Files - Colombia - January 20, 1989-December 31, 1989 [3]","archival-source-ledger.csv; print-candidates.csv",13,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.","CF00195-009; Colombia - January 20, 1989-December 31, 1989 [3]; Latin American Affairs Directorate Subject Files",https://catalog.archives.gov/id/470766566,"https://catalog.archives.gov/id/470766566; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-009.pdf; https://catalog.archives.gov/id/376217847"
56,Critical,Source-folder follow-up,"Argentina; Chile; Colombia",,1989-08-28 to 1989-09-27,"September 16, 1989-September 30, 1989 [2]",13,0,8,,"Latin American Directorate Chronological Files - September 16, 1989-September 30, 1989 [2]","archival-source-ledger.csv; print-candidates.csv",14,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.","CF00302-018; Latin American Directorate Chronological Files; September 16, 1989-September 30, 1989 [2]",https://catalog.archives.gov/id/470766455,"https://catalog.archives.gov/id/470766455; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-018.pdf; https://catalog.archives.gov/id/2197972"
57,Critical,Source-folder follow-up,"Argentina; Brazil; Colombia; Paraguay; Venezuela",,1989-10-30 to 1989-11-08,"November 1, 1989-November 15, 1989 [2]",12,0,8,,"Latin American Directorate Chronological Files - November 1, 1989-November 15, 1989 [2]","archival-source-ledger.csv; print-candidates.csv",15,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.","CF00303-010; Latin American Directorate Chronological Files; November 1, 1989-November 15, 1989 [2]",https://catalog.archives.gov/id/470766467,"https://catalog.archives.gov/id/470766467; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-010.pdf; https://catalog.archives.gov/id/2197972"
58,Critical,Source-folder follow-up,"Argentina; Brazil; Ecuador; Guyana; Venezuela",,1989-03-27 to 1989-06-19,"June 1, 1989-June 30, 1989 [3]",10,0,8,,"Latin American Directorate Chronological Files - June 1, 1989-June 30, 1989 [3]","archival-source-ledger.csv; print-candidates.csv",16,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.","CF00301-018; June 1, 1989-June 30, 1989 [3]; Latin American Directorate Chronological Files",https://catalog.archives.gov/id/470766435,"https://catalog.archives.gov/id/470766435; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-018.pdf; https://catalog.archives.gov/id/2197972"
59,Critical,Source-folder follow-up,"Argentina; Paraguay; Venezuela",,1989-09-19 to 1989-09-25,"September 16, 1989-September 30, 1989 [3]",8,0,8,,"Latin American Directorate Chronological Files - September 16, 1989-September 30, 1989 [3]","archival-source-ledger.csv; print-candidates.csv",17,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.","CF00302-019; Latin American Directorate Chronological Files; September 16, 1989-September 30, 1989 [3]",https://catalog.archives.gov/id/470766456,"https://catalog.archives.gov/id/470766456; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-019.pdf; https://catalog.archives.gov/id/2197972"
60,Critical,Source-folder follow-up,"Bolivia; Colombia; Peru",,1989-10-29 to 1989-12-04,Andean [Drug] Summit 1989 [2],10,0,7,,Latin American Affairs Directorate Subject Files - Andean [Drug] Summit 1989 [2],"archival-source-ledger.csv; print-candidates.csv",18,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.","Andean [Drug] Summit 1989 [2]; CF00189-003; Latin American Affairs Directorate Subject Files",https://catalog.archives.gov/id/470766476,"https://catalog.archives.gov/id/470766476; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-003.pdf; https://catalog.archives.gov/id/376217847"
61,Critical,Source-folder follow-up,"Brazil; Colombia; Paraguay; Uruguay; Venezuela",,1989-08-21 to 1989-08-23,"August 16, 1989-August 31, 1989 [2]",10,0,7,,"Latin American Directorate Chronological Files - August 16, 1989-August 31, 1989 [2]","archival-source-ledger.csv; print-candidates.csv",19,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.","August 16, 1989-August 31, 1989 [2]; CF00302-012; Latin American Directorate Chronological Files",https://catalog.archives.gov/id/470766449,"https://catalog.archives.gov/id/470766449; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-012.pdf; https://catalog.archives.gov/id/2197972"
62,Critical,Source-folder follow-up,Peru,,1989-06-05 to 1989-08-11,"Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [2]",8,0,7,,"Latin American Affairs Directorate Subject Files - Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [2]","archival-source-ledger.csv; print-candidates.csv",20,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.","CF00194-014; Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [2]; Latin American Affairs Directorate Subject Files",https://catalog.archives.gov/id/470766551,"https://catalog.archives.gov/id/470766551; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00194-014.pdf; https://catalog.archives.gov/id/376217847"
63,Critical,Source-folder follow-up,"Argentina; Brazil; Ecuador",,1989-02-08 to 1989-05-14,"February 1, 1989-March 1, 1989 [4]",7,0,7,,"Latin American Directorate Chronological Files - February 1, 1989-March 1, 1989 [4]","archival-source-ledger.csv; print-candidates.csv",21,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.","CF00300-008; February 1, 1989-March 1, 1989 [4]; Latin American Directorate Chronological Files",https://catalog.archives.gov/id/470766409,"https://catalog.archives.gov/id/470766409; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-008.pdf; https://catalog.archives.gov/id/2197972"
64,Critical,Source-folder follow-up,"Argentina; Colombia; Peru; Uruguay",,1989-09-06 to 1989-09-15,"September 1, 1989-September 15, 1989 [1]",7,0,7,,"Latin American Directorate Chronological Files - September 1, 1989-September 15, 1989 [1]","archival-source-ledger.csv; print-candidates.csv",22,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.","CF00302-015; Latin American Directorate Chronological Files; September 1, 1989-September 15, 1989 [1]",https://catalog.archives.gov/id/470766452,"https://catalog.archives.gov/id/470766452; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-015.pdf; https://catalog.archives.gov/id/2197972"
65,Critical,Source-folder follow-up,"Argentina; Bolivia; Colombia",,1989-06-30 to 1989-07-06,"July 1, 1989-July 15, 1989 [3]",11,0,6,,"Latin American Directorate Chronological Files - July 1, 1989-July 15, 1989 [3]","archival-source-ledger.csv; print-candidates.csv",23,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.","CF00302-003; July 1, 1989-July 15, 1989 [3]; Latin American Directorate Chronological Files",https://catalog.archives.gov/id/470766440,"https://catalog.archives.gov/id/470766440; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-003.pdf; https://catalog.archives.gov/id/2197972"
66,Critical,Source-folder follow-up,Paraguay,,1989-03-28 to 1989-07-03,"Latin America - January 20, 1989-December 31, 1989 [2]",9,0,6,,"Latin American Affairs Directorate Subject Files - Latin America - January 20, 1989-December 31, 1989 [2]","archival-source-ledger.csv; print-candidates.csv",24,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.","CF00192-002; Latin America - January 20, 1989-December 31, 1989 [2]; Latin American Affairs Directorate Subject Files",https://catalog.archives.gov/id/470766497,"https://catalog.archives.gov/id/470766497; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00192-002.pdf; https://catalog.archives.gov/id/376217847"
67,Critical,Source-folder follow-up,Paraguay,,1989-05-05 to 1989-09-25,"Paraguay - January 20, 1989-December 31, 1989",9,0,6,,"Latin American Affairs Directorate Subject Files - Paraguay - January 20, 1989-December 31, 1989","archival-source-ledger.csv; print-candidates.csv",25,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.","CF00193-001; Latin American Affairs Directorate Subject Files; Paraguay - January 20, 1989-December 31, 1989",https://catalog.archives.gov/id/470766516,"https://catalog.archives.gov/id/470766516; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-001.pdf; https://catalog.archives.gov/id/376217847"
68,Critical,Source-folder follow-up,"Bolivia; Colombia; Peru",,1989-08-14 to 1989-09-07,"Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [1]",7,0,6,,"Latin American Affairs Directorate Subject Files - Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [1]","archival-source-ledger.csv; print-candidates.csv",26,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.","CF00194-013; Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [1]; Latin American Affairs Directorate Subject Files",https://catalog.archives.gov/id/470766550,"https://catalog.archives.gov/id/470766550; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00194-013.pdf; https://catalog.archives.gov/id/376217847"
69,Critical,Source-folder follow-up,"Brazil; Chile; Guyana; Venezuela",,1989-06-19 to 1989-06-23,"June 1, 1989-June 30, 1989 [2]",7,0,6,,"Latin American Directorate Chronological Files - June 1, 1989-June 30, 1989 [2]","archival-source-ledger.csv; print-candidates.csv",27,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.","CF00301-017; June 1, 1989-June 30, 1989 [2]; Latin American Directorate Chronological Files",https://catalog.archives.gov/id/470766434,"https://catalog.archives.gov/id/470766434; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-017.pdf; https://catalog.archives.gov/id/2197972"
70,Critical,Source-folder follow-up,"Bolivia; Brazil; Venezuela",,1989-06-17 to 1989-07-13,"July 16, 1989-July 30, 1989 [2]",6,0,6,,"Latin American Directorate Chronological Files - July 16, 1989-July 30, 1989 [2]","archival-source-ledger.csv; print-candidates.csv",28,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.","CF00302-005; July 16, 1989-July 30, 1989 [2]; Latin American Directorate Chronological Files",https://catalog.archives.gov/id/470766442,"https://catalog.archives.gov/id/470766442; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-005.pdf; https://catalog.archives.gov/id/2197972"
71,Critical,Source-folder follow-up,"Chile; Ecuador; Venezuela",,1989-03-14 to 1989-03-16,"March 1, 1989-March 16, 1989 [1]",6,0,6,,"Latin American Directorate Chronological Files - March 1, 1989-March 16, 1989 [1]","archival-source-ledger.csv; print-candidates.csv",29,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.","CF00300-010; Latin American Directorate Chronological Files; March 1, 1989-March 16, 1989 [1]",https://catalog.archives.gov/id/470766411,"https://catalog.archives.gov/id/470766411; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-010.pdf; https://catalog.archives.gov/id/2197972"
72,Critical,Source-folder follow-up,"Argentina; Brazil; Chile",,1989-09-27 to 1989-12-22,"Argentina - January 20, 1989-December 31, 1989 [1]",9,0,5,,"Latin American Affairs Directorate Subject Files - Argentina - January 20, 1989-December 31, 1989 [1]","archival-source-ledger.csv; print-candidates.csv",30,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.","Argentina - January 20, 1989-December 31, 1989 [1]; CF00189-005; Latin American Affairs Directorate Subject Files",https://catalog.archives.gov/id/470766478,"https://catalog.archives.gov/id/470766478; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-005.pdf; https://catalog.archives.gov/id/376217847"
73,Critical,Partial release check,Bolivia,,1990-05-08,Memorandum of Conversation,,1,,,"Presidential Memcon Files; [Memorandum of Conversations (Memcons)-January 1990-June 1990]: May 1990","compiler-chronology.csv; citation-workbench.csv",bush-library-428080687,"Check for less-redacted copies in Scowcroft files, backup material, or later releases before deciding print status.",Verified private record is marked Partial.,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-05-08--Zamora-2.pdf,"https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-05-08--Zamora-2.pdf; https://catalog.archives.gov/id/428080687"
74,Critical,Partial release check,Chile,,1992-05-13,Memorandum of Conversation,,1,,,"Presidential Memcon Files; [Memorandum of Conversations (Memcons)-January 1992-June 1992]: May 1992","compiler-chronology.csv; citation-workbench.csv",bush-library-428082199,"Check for less-redacted copies in Scowcroft files, backup material, or later releases before deciding print status.",Verified private record is marked Partial.,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-05-13--Azocar.pdf,"https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-05-13--Azocar.pdf; https://catalog.archives.gov/id/428082199"
75,Critical,Top print lead,Bolivia,,"July 13, 1989",Recommendation that the President Name an Official,140,,,,"July 16, 1989-July 30, 1989 [2]","selection-matrix.csv; print-candidates.csv",1,Verify page image/OCR and compare against the private chronology before print selection.,"ocr_lead_verify_page_image; high_priority_print_candidate",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-005.pdf#page=94,"https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-005.pdf#page=94; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-005.pdf; https://catalog.archives.gov/id/470766442"
76,Critical,Top print lead,Bolivia,,"September 16, 1989",Meeting with President Bush for the Chiefs of Mission,140,,,,"September 16, 1989-September 30, 1989 [4]","selection-matrix.csv; print-candidates.csv",2,Verify page image/OCR and compare against the private chronology before print selection.,"ocr_lead_verify_page_image; high_priority_print_candidate",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-020.pdf#page=82,"https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-020.pdf#page=82; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-020.pdf; https://catalog.archives.gov/id/470766457"
77,Critical,Top print lead,Bolivia,,"September 18, 1989",Request for Meeting with the President for U.S.,140,,,,"September 16, 1989-September 30, 1989 [4]","selection-matrix.csv; print-candidates.csv",3,Verify page image/OCR and compare against the private chronology before print selection.,"ocr_lead_verify_page_image; high_priority_print_candidate",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-020.pdf#page=76,"https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-020.pdf#page=76; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-020.pdf; https://catalog.archives.gov/id/470766457"
78,Critical,Top print lead,Bolivia,,"September 18, 1989",Request for Meeting with the President for U.S.,140,,,,"Colombia - January 20, 1989-December 31, 1989 [3]","selection-matrix.csv; print-candidates.csv",4,Verify page image/OCR and compare against the private chronology before print selection.,"ocr_lead_verify_page_image; high_priority_print_candidate",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-009.pdf#page=49,"https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-009.pdf#page=49; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-009.pdf; https://catalog.archives.gov/id/470766566"
79,Critical,Top print lead,Bolivia,,"October 30, 1989",Telephone Call to Colombian President,140,,,,"October 16, 1989-October 31, 1989 [1]","selection-matrix.csv; print-candidates.csv",5,Verify page image/OCR and compare against the private chronology before print selection.,"ocr_lead_verify_page_image; high_priority_print_candidate",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-004.pdf#page=36,"https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-004.pdf#page=36; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-004.pdf; https://catalog.archives.gov/id/470766461"
80,Critical,Top print lead,Bolivia,,"October 30, 1989",Telephone Call to Colombian President,140,,,,"Colombia - January 20, 1989-December 31, 1989 [1]","selection-matrix.csv; print-candidates.csv",6,Verify page image/OCR and compare against the private chronology before print selection.,"ocr_lead_verify_page_image; high_priority_print_candidate",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf#page=84,"https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf#page=84; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf; https://catalog.archives.gov/id/470766564"
81,Critical,Top print lead,Bolivia,,"November 22, 1989",Telephone Call to Colombian President,140,,,,"November 16, 1989-November 30, 1989 [2]","selection-matrix.csv; print-candidates.csv",7,Verify page image/OCR and compare against the private chronology before print selection.,"ocr_lead_verify_page_image; high_priority_print_candidate",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-012.pdf#page=16,"https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-012.pdf#page=16; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-012.pdf; https://catalog.archives.gov/id/470766469"
82,Critical,Top print lead,Bolivia,,"December 4, 1989",Report by Bruce Gelb on His Trip to the Andean,140,,,,"December 1, 1989-December 15, 1989 [2]","selection-matrix.csv; print-candidates.csv",8,Verify page image/OCR and compare against the private chronology before print selection.,"ocr_lead_verify_page_image; high_priority_print_candidate",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-014.pdf#page=63,"https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-014.pdf#page=63; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-014.pdf; https://catalog.archives.gov/id/470766471"
83,Critical,Top print lead,Bolivia,,"December 4, 1989",Report by Bruce Gelb on His Trip to the Andean,140,,,,Andean [Drug] Summit 1989 [1],"selection-matrix.csv; print-candidates.csv",9,Verify page image/OCR and compare against the private chronology before print selection.,"ocr_lead_verify_page_image; high_priority_print_candidate",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-002.pdf#page=14,"https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-002.pdf#page=14; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-002.pdf; https://catalog.archives.gov/id/470766475"
