priority,score,countries,document_date,document_type,document_no,document_title,source_series,local_identifier,folder_title,folder_naid,page_start,page_end,extraction,themes,review_reason,ocr_snippet,access_restriction,source_note,page_link,pdf_url,catalog_url
High,90,"Guyana; Venezuela",,Action Memo,,Appointment for Guyana Prime Minister Burnham,Latin American Directorate Chronological Files,CF00301-007,"April 16, 1989-April 30, 1989 [4]",470766424,40,,ocr-document-start,"democracy; presidential diplomacy","memorandum form; Presidential or NSC principals; democracy, presidential diplomacy; document text visible in OCR",". 7 WASHINOTOR ACTION CONFIDENTIAL Tuesday - July 23, 1968 LBJ LIBRARY TO: The President, (landatory Review ase # NLI &3-- FS LOL FROM: W. W. Rostow bent ent Ff —_ SUBJECT: Appointment for Guyana Prime Minister Burnham Prime Minister Burnham is now making a private visit to the United States and Canada. He is involved in several activities, but the prin- cipal purpose of the trip is to see how plans are proceeding to",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-007, April 16, 1989-April 30, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-007.pdf#page=40,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-007.pdf,https://catalog.archives.gov/id/470766424
High,90,Brazil,,Memorandum,,Background for Your Meeting with President Sarney,Latin American Directorate Chronological Files,CF00300-005,"February 1, 1989-March 1, 1989 [1]",470766406,54,,ocr-document-start,"debt and economy; presidential diplomacy","memorandum form; Presidential or NSC principals; debt and economy, presidential diplomacy; document text visible in OCR","SONPIDENT Pirin 1094 THE WHITE HOUSE WASHINGTON INFORMATION MEMORANDUM FOR THE PRESIDENT FROM: BRENT SCOWCROFT SUBJECT: Background for Your Meeting with President Sarney At Tab A is a letter to you from former Ambassador to Brazil, Tony Motley, with some useful background for your meeting with President Sarney. As you are aware, you answered both the personal and debt letters to Sarney just before the trip. Sarney’ s",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-005, February 1, 1989-March 1, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-005.pdf#page=54,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-005.pdf,https://catalog.archives.gov/id/470766406
High,90,,,Memorandum,,Certification for Narcotics Source,Latin American Affairs Directorate Subject Files,CF00194-016,"Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [4]",470766553,52,,ocr-document-start,"narcotics; drug; presidential diplomacy","memorandum form; Presidential or NSC principals; narcotics, drug, presidential diplomacy; document text visible in OCR","NATIONAL SECURITY COUNCIL WASHINGTON, D.C. 20506 1064 MEMORANDUM FOR MR. MELVYN LEVITSKY Executive Secretary Department of State SUBJECT: Certification for Narcotics Source and Transit Countries The President has reviewed the Secretary’s recommendations regarding the certification of major narcotics source and transit countries. Decisions about certification are reflected in the Presidential Determination which is at",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00194, CF00194-016, Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00194-016.pdf#page=52,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00194-016.pdf,https://catalog.archives.gov/id/470766553
High,90,Brazil,,Talking Points,,CONGRATULATORY CALL TO BRAZILIAN PRESIDENT-ELECT FERNANDO COLLOR DE MELLO,Latin American Directorate Chronological Files,CF00303-015,"December 16, 1989-December 31, 1989 [1]",470766472,49,,ocr-document-start,"democracy; presidential diplomacy","Presidential or NSC principals; democracy, presidential diplomacy; document text visible in OCR",~SCONELDENTIAL CONGRATULATORY CALL TO BRAZILIAN PRESIDENT-ELECT FERNANDO COLLOR DE MELLO TALKING POINTS Congratulations on your election victory. I understand that it was a long and very hard campaign. As a veteran of many contests I know how exhausting this process can be. Your election is a victory for your country as well as for you ~~ the democratic process worked and worked well. The American people and I share,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-015, December 16, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-015.pdf#page=49,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-015.pdf,https://catalog.archives.gov/id/470766472
High,90,Paraguay,,Talking Points,,CONTINGENCY TALKING POINTS FOR USE WITH PRESIDENT ANDRES RODRIGUEZ OF PARAGUAY I enjoyed learning about Paraguay from you at the dinner,Latin American Directorate Chronological Files,CF00303-004,"October 16, 1989-October 31, 1989 [1]",470766461,67,,ocr-document-start,"democracy; presidential diplomacy","Presidential or NSC principals; democracy, presidential diplomacy; document text visible in OCR","PLEASANTRIES 5 DEMOCRACY oO CONTINGENCY TALKING POINTS FOR USE WITH PRESIDENT ANDRES RODRIGUEZ OF PARAGUAY I enjoyed learning about Paraguay from you at the dinner for the UNGA delegations last month in New York. My daughter still talks with pleasure about her trip to Paraguay for your inauguration last May. I am glad you could make it to this summit to celebrate 100 ""years of democracy in Costa Rica because you shou",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-004, October 16, 1989-October 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-004.pdf#page=67,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-004.pdf,https://catalog.archives.gov/id/470766461
High,90,Uruguay,,Talking Points,,CONTINGENCY TALKING POINTS FOR USE WITH PRESIDENT JULIO MARIA SANGUINETTI OF URUGUAY PLEASANTRIES,Latin American Directorate Chronological Files,CF00303-004,"October 16, 1989-October 31, 1989 [1]",470766461,69,,ocr-document-start,"democracy; debt and economy; presidential diplomacy; regional policy","Presidential or NSC principals; democracy, debt and economy, presidential diplomacy; document text visible in OCR","CONTINGENCY TALKING POINTS FOR USE WITH PRESIDENT JULIO MARIA SANGUINETTI OF URUGUAY PLEASANTRIES (o) I enjoyed our discussion in the White House last Sept. 15. Your insightful and candid assessments of the region's problems are greatly appreciated. ° I hope the leaders of the hemisphere will continue to benefit from your advice in the future, ° You and your government should be commended for laying the ‘groundwork f",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-004, October 16, 1989-October 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-004.pdf#page=69,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-004.pdf,https://catalog.archives.gov/id/470766461
High,90,"Bolivia; Colombia",,Talking Points,,"DRAWING ON THE SUMMIT TALKING POINTS Paras I-le, THE AMBASSADOR Is REQUESTED To seex A MEETING BITH PRESIDENT PAZ ZAMORA AT THE CARLIEST OPPORTUNITY To DELIVER THE",Latin American Affairs Directorate Subject Files,CF00189-004,Andean [Drug] Summit 1989 [3],470766477,50,,ocr-document-start,"Andean; drug; narcotics; presidential diplomacy","Presidential or NSC principals; Andean, drug, narcotics; document text visible in OCR","3. Sunmary: 2990 Is CARTAGENA, COLOMBIA. In PREPARATION FoR THE Summit, REQUESTS THat THE AMBASSADOR MEET WITH PRESIDENT Paz ZANORA TO PRESENT ouR VISION OF THE SUANIT., DELIVER A LETTER Fron PRESIDENT BUSH, AND ADVANCE TH ERUY AND COLOMBIA Ow NOVEMBER Le {REFTEL}. Texy OF LETTER. FRon PRESIDENT Bush TO PRESIDENT PAZ ZanoRa Is BEING SENT SEPTE END Sunnary 4. ACTION REQUESTED: DRAWING ON THE SUMMIT TALKING POINTS Para",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-004, Andean [Drug] Summit 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-004.pdf#page=50,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-004.pdf,https://catalog.archives.gov/id/470766477
High,90,Colombia,,Memorandum,06.,From Philip Hughes to,Latin American Affairs Directorate Subject Files,CF00195-007,"Colombia - January 20, 1989-December 31, 1989 [1]",470766564,3,,withdrawal-sheet,"narcotics; presidential diplomacy","memorandum form; Presidential or NSC principals; narcotics, presidential diplomacy; identified on withdrawal sheet","06. Memo From Philip Hughes to Brent Scowcroft 11/22/89 oh Re: Security Survey of Cartagena, Colombia (1 pp.) | 07. Cable From Secretary of State to American Embassy, Bogota 12/11/89 ot ) | Re: Andean Summit - Update of letter to President Barco [SENT",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00195, CF00195-007, Colombia - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2001-0434-F.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf#page=3,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf,https://catalog.archives.gov/id/470766564
High,90,Argentina,,Memorandum,,Hagin Referral,Latin American Directorate Chronological Files,CF00300-009,"February 1, 1989-March 1, 1989 [5]",470766410,138,,ocr-document-start,"democracy; presidential diplomacy","memorandum form; Presidential or NSC principals; democracy, presidential diplomacy; document text visible in OCR",NATIONAL SECURITY COUNCIL 11-Feb-1989 16:35 EDT CONFEDENDLAL MEMORANDUM FOR: Robert M. Perito ( PERITO ) FROM: David Pacelli n FA (PACELLI) SUBJECT: Hagin Referral I recommend that the President meet with Ambassador Gildred on February 6 or 7. (Bob Pastorino and Pete Brintnall--who handles Argentina--will both be available on those dates.) Argentina’s turn toward democracy is at a crossroads due to strained civilian-,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-009, February 1, 1989-March 1, 1989 [5]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-009.pdf#page=138,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-009.pdf,https://catalog.archives.gov/id/470766410
High,90,Brazil,,Memorandum,,Letter to President Sarney of Brazil,Latin American Directorate Chronological Files,CF00300-008,"February 1, 1989-March 1, 1989 [4]",470766409,37,,ocr-document-start,"democracy; presidential diplomacy","memorandum form; Presidential or NSC principals; democracy, presidential diplomacy; document text visible in OCR","THE WHITE HOUSE WASHINGTON ACTION MEMORANDUM FOR THE PRESIDENT FROM: BRENT SCOWCROFT SUBJECT: Letter to President Sarney of Brazil Issue Whether to sign the attached letter to Brazilian President Sarney in response to his letter to you. Fact President Sarney wrote a long and warm letter immediately after your election. He recalls your past meetings in New York, Washington and Brazil. In his letter, Sarney said that o",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-008, February 1, 1989-March 1, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-008.pdf#page=37,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-008.pdf,https://catalog.archives.gov/id/470766409
High,90,Peru,,Memorandum,,Letters for Families of Victims Killed in Peru on,Latin American Affairs Directorate Subject Files,CF00193-003,"Peru - January 20, 1989-December 31, 1989",470766518,35,,ocr-document-start,"narcotics; presidential diplomacy","memorandum form; Presidential or NSC principals; narcotics, presidential diplomacy; document text visible in OCR","MEMORANDUM FOR BRENT SCOWCROFT _ THROUGH: DAVID C. MILLER, JR. aot FROM: RICH LAMAGNA SUBJECT: Letters for Families of Victims Killed in Peru on Anti-Drug Mission. As you agreed, at Tab I is a memorandum from you to the President recommending that he sign the letters\(Tab A) to the families of the victims killed in Peru in an airplane crash while on an anti-drug mission. You also agreed to a phone call from the Presi",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-003, Peru - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2001-0010-F.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-003.pdf#page=35,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-003.pdf,https://catalog.archives.gov/id/470766518
High,90,,,Memorandum,,Meetings with Secretaries Baker and Cheney,Latin American Affairs Directorate Subject Files,CF00194-015,"Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [3]",470766552,93,,ocr-document-start,"narcotics; drug; presidential diplomacy","memorandum form; Presidential or NSC principals; narcotics, drug, presidential diplomacy; document text visible in OCR","sEcREa— een 3199, NATIONAL SECURITY COUNCIL ~ 7? #! fe. = WASHINGTON, D.C. 20508 vacishis ACTION | MEMORANDUM FOR BRENT SCOWCROFT THROUGH: DAVID C. MILLER, JR. | FROM: RAND BEERS SUBJECT: Meetings with Secretaries Baker and Cheney | At last Tuesday’s (April 25) meeting with Director Bennett you | agreed to meet with him and Secretaries Baker and Cheney at separate meetings’ to discuss the Miller/Walters trip to the U",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00194, CF00194-015, Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00194-015.pdf#page=93,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00194-015.pdf,https://catalog.archives.gov/id/470766552
High,90,"Argentina; Peru; Uruguay",,Memorandum,,Panama -- Recommendation that President Bush Telephone,Latin American Directorate Chronological Files,CF00301-015,"May 16, 1989-May 30, 1989 [3]",470766432,91,,ocr-document-start,"presidential diplomacy; regional policy; panama spillover","memorandum form; Presidential or NSC principals; presidential diplomacy, regional policy, panama spillover; document text visible in OCR","S/S 8910810 United States Department of State Washington, D.C. 20520 MEMORANDUM FOR BRENT SCOWCROFT THE WHITE HOUSE Subject: Panama -- Recommendation that President Bush Telephone his Counterparts in Uruguay, Argentina and Peru The President's direct calls to selected Latin American leaders have helped maintain their energy on the Panama issue, and underscored just how seriously we view the two-way street in dealing",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-015, May 16, 1989-May 30, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-015.pdf#page=91,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-015.pdf,https://catalog.archives.gov/id/470766432
High,90,"Brazil; Uruguay; Venezuela",,Memorandum,,Phone Calls on Panama,Latin American Directorate Chronological Files,CF00302-013,"August 16, 1989-August 31, 1989 [3]",470766450,53,,ocr-document-start,"presidential diplomacy; regional policy; panama spillover","memorandum form; Presidential or NSC principals; presidential diplomacy, regional policy, panama spillover; document text visible in OCR","lige oo AON FILE NATIONAL SECURITY COUNCIL 21-Aug-1989 19:51 EDT CONFEDENPEAE, MEMORANDUM FOR: Brent Scowcroft ( SCOWCROFT ) FROM: David Pacelli (PACELLI) SUBJECT: Phone Calls on Panama Dona, Ted Briggs asks that this message be passed to the General: A few minutes ago we received a phone call from State saying that Eagleburger may call you shortly to discuss Presidential phone calls to several heads of state concern",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-013, August 16, 1989-August 31, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-013.pdf#page=53,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-013.pdf,https://catalog.archives.gov/id/470766450
High,90,Peru,,Memorandum,,Points to Be Made in Possible Telephone Call from,Latin American Directorate Chronological Files,CF00301-014,"May 16, 1989-May 30, 1989 [2]",470766431,61,,ocr-document-start,"narcotics; presidential diplomacy; regional policy; panama spillover","memorandum form; Presidential or NSC principals; narcotics, presidential diplomacy, regional policy; document text visible in OCR",—— CONFIDENTIAL “GONE IDENTIAGr THE WHITE HOUSE 3890 WASHINGTON ACTION MEMORANDUM FOR THE PRESIDENT FROM: BRENT SCOWCROFT SUBJECT: Points to Be Made in Possible Telephone Call from Peruvian President Garcia Purpose To prepare you for a possible phone call from Peruvian President Garcia on OAS action regarding Panama and narcotics cooperation. Background Our Embassy in Lima reports that Garcia may phone you to attempt,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-014, May 16, 1989-May 30, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-014.pdf#page=61,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-014.pdf,https://catalog.archives.gov/id/470766431
High,90,Peru,,Memorandum,,Points to Be Made in Possible Telephone Call from,Latin American Affairs Directorate Subject Files,CF00193-003,"Peru - January 20, 1989-December 31, 1989",470766518,82,,ocr-document-start,"narcotics; presidential diplomacy; regional policy; panama spillover","memorandum form; Presidential or NSC principals; narcotics, presidential diplomacy, regional policy; document text visible in OCR","-CONABENTIAL CONFEDENTEAE THE WHITE HOUSE 3890 WASHINGTON DECLASSIFIED ACTION PER NSC WAIVER, 1680 AtA}-02 By_35 NARA, Date6/6/45 MEMORANDUM FOR THE PRESIDENT FROM: BRENT SCOWCROFT SUBJECT: Points to Be Made in Possible Telephone Call from Peruvian President Garcia Purpose To prepare you for a possible phone call from Peruvian President Garcia on OAS action regarding Panama and narcotics cooperation. Background Our E",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-003, Peru - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2001-0010-F.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-003.pdf#page=82,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-003.pdf,https://catalog.archives.gov/id/470766518
High,90,Colombia,,Talking Points,,"Proposed Presidential Talking Points on Increased G-7 Efforts to Stem Narcotics Trafficking Brian Mulroney recently visited me in Kennebunkport, where",Latin American Directorate Chronological Files,CF00302-016,"September 1, 1989-September 15, 1989 [2]",470766453,77,,ocr-document-start,"narcotics; debt and economy; presidential diplomacy","Presidential or NSC principals; narcotics, debt and economy, presidential diplomacy; document text visible in OCR","Proposed Presidential Talking Points on Increased G-7 Efforts to Stem Narcotics Trafficking Brian Mulroney recently visited me in Kennebunkport, where he and I discussed, among other things, Colombia's tragic Narcotics problem. Colombian President Barco has taken a decisive and courageous step in challenging the powerful drug mafias. He deserves our material and moral support. Colombia's problem is not just Colombia'",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-016, September 1, 1989-September 15, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-016.pdf#page=77,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-016.pdf,https://catalog.archives.gov/id/470766453
High,90,Bolivia,,Memorandum,,Recommendation for the Vice President's Travel to,Latin American Directorate Chronological Files,CF00302-003,"July 1, 1989-July 15, 1989 [3]",470766440,29,,ocr-document-start,"democracy; presidential diplomacy; regional policy; panama spillover","memorandum form; Presidential or NSC principals; democracy, presidential diplomacy, regional policy; document text visible in OCR","1 8914199 United States Department of State Washington, D.C. 20520 CONFIDENTIAL- “7 °°"" *8° MEMORANDUM FOR BRENT SCOWCROFT THE WHITE HOUSE S104 SUBJECT: Recommendation for the Vice President's Travel to South America The Department of State proposes that Vice President Quayle head the U.S. delegation to the inauguration of the as yet unnamed new President of Bolivia. The new Bolivian President | will be selected Augu",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-003, July 1, 1989-July 15, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-003.pdf#page=29,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-003.pdf,https://catalog.archives.gov/id/470766440
