annotation_order,priority,annotation_type,anchor_chapter_country,anchor_date,anchor_document_type,anchor_title,context_date,context_distance_days,context_title,context_source,context_priority_or_status,issue_or_theme,recommended_annotation_use,source_note,anchor_pdf_url,anchor_catalog_url,context_link,anchor_record_id,context_record_id
135,High,Nearby high-priority print lead,Venezuela,1989-06-23,Telcon,Memorandum of Telephone Conversation,"June 21, 1989",-2,Nicaragua -- Recommendation that President,Latin American Affairs Directorate Subject Files,High / 90,"presidential diplomacy; regional policy; panama spillover","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-018, Venezuela - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-06-23--Perez.pdf,https://catalog.archives.gov/id/428080073,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf#page=136,bush-library-428080073,subject-print-470766533-136-memorandum
136,High,Nearby high-priority print lead,Venezuela,1989-08-22,Telcon,Memorandum of Telephone Conversation,"August 22, 1989",0,Message from President to Prime Minister Manley,Latin American Directorate Chronological Files,High / 72,"presidential diplomacy; regional policy; panama spillover","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-012, August 16, 1989-August 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-08-22--Perez.pdf,https://catalog.archives.gov/id/428080211,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-012.pdf#page=76,bush-library-428080211,chronological-print-470766449-76-memorandum
137,High,Nearby high-priority print lead,Venezuela,1989-08-22,Telcon,Memorandum of Telephone Conversation,"August 22, 1989",0,Talking Points for Telephone Conversations with,Latin American Directorate Chronological Files,High / 72,"presidential diplomacy; regional policy","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-012, August 16, 1989-August 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-08-22--Perez.pdf,https://catalog.archives.gov/id/428080211,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-012.pdf#page=67,bush-library-428080211,chronological-print-470766449-67-memorandum
138,High,Nearby high-priority print lead,Venezuela,1989-08-22,Telcon,Memorandum of Telephone Conversation,"August 22, 1989",0,Telephone Calls to President Carlos Andres Perez,Latin American Directorate Chronological Files,High / 72,"presidential diplomacy; regional policy","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-012, August 16, 1989-August 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-08-22--Perez.pdf,https://catalog.archives.gov/id/428080211,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-012.pdf#page=68,bush-library-428080211,chronological-print-470766449-68-memorandum
139,High,Nearby high-priority print lead,Venezuela,1989-08-22,Telcon,Memorandum of Telephone Conversation,"August 22, 1989",0,Telephone Conversation with Carlos,Latin American Directorate Chronological Files,High / 78,"democracy; presidential diplomacy; panama spillover","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-012, August 16, 1989-August 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-08-22--Perez.pdf,https://catalog.archives.gov/id/428080211,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-012.pdf#page=55,bush-library-428080211,chronological-print-470766449-55-memorandum-of-telephone-conversation
140,High,Nearby high-priority print lead,Venezuela,1989-08-22,Telcon,Memorandum of Telephone Conversation,"August 22, 1989",0,Telephone Conversation with Carlos,Latin American Affairs Directorate Subject Files,High / 78,"presidential diplomacy; panama spillover","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-018, Venezuela - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-08-22--Perez.pdf,https://catalog.archives.gov/id/428080211,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf#page=64,bush-library-428080211,subject-print-470766533-64-memorandum-of-telephone-conversation
141,High,Nearby high-priority print lead,Venezuela,1989-09-25,Memcon,Memorandum of Conversation,"September 25, 1989",0,Meeting with Venezuelan President Carlos,Latin American Directorate Chronological Files,High / 72,"presidential diplomacy; regional policy","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-006, October 16, 1989-October 31, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-09-25--Perez.pdf,https://catalog.archives.gov/id/428080229,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-006.pdf#page=7,bush-library-428080229,chronological-print-470766463-7-memorandum-of-conversation
142,High,Nearby high-priority print lead,Venezuela,1989-09-25,Memcon,Memorandum of Conversation,"September 25, 1989",0,Meeting with Venezuelan President Carlos,Latin American Affairs Directorate Subject Files,High / 72,"presidential diplomacy; regional policy","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-018, Venezuela - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-09-25--Perez.pdf,https://catalog.archives.gov/id/428080229,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf#page=25,bush-library-428080229,subject-print-470766533-25-memorandum-of-conversation
143,High,Nearby high-priority print lead,Venezuela,1989-11-01,Telcon,Memorandum of Telephone Conversation,"November 1, 1989",0,Memorandum of Telephone Conversation with,Latin American Directorate Chronological Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-010, November 1, 1989-November 15, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-11-01--Perez.pdf,https://catalog.archives.gov/id/428080319,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-010.pdf#page=91,bush-library-428080319,chronological-print-470766467-91-memorandum-of-telephone-conversation
144,High,Nearby high-priority print lead,Venezuela,1989-11-01,Telcon,Memorandum of Telephone Conversation,"November 1, 1989",0,Telephone Conversation with Venezuelan,Latin American Directorate Chronological Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-010, November 1, 1989-November 15, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-11-01--Perez.pdf,https://catalog.archives.gov/id/428080319,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-010.pdf#page=92,bush-library-428080319,chronological-print-470766467-92-memorandum-of-telephone-conversation
145,High,Nearby high-priority print lead,Venezuela,1989-11-01,Telcon,Memorandum of Telephone Conversation,"November 1, 1989",0,Telephone Conversation with Venezuelan,Latin American Affairs Directorate Subject Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-018, Venezuela - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-11-01--Perez.pdf,https://catalog.archives.gov/id/428080319,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf#page=16,bush-library-428080319,subject-print-470766533-16-memorandum-of-telephone-conversation
146,High,Nearby high-priority print lead,Venezuela,1989-11-01,Telcon,Memorandum of Telephone Conversation,"November 3, 1989",2,Memorandum of Telephone Conversation with,Latin American Directorate Chronological Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-010, November 1, 1989-November 15, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-11-01--Perez.pdf,https://catalog.archives.gov/id/428080319,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-010.pdf#page=65,bush-library-428080319,chronological-print-470766467-65-memorandum-of-telephone-conversation
147,High,Nearby high-priority print lead,Venezuela,1989-11-01,Telcon,Memorandum of Telephone Conversation,"November 3, 1989",2,Memorandum of Telephone Conversation with,Latin American Affairs Directorate Subject Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-018, Venezuela - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-11-01--Perez.pdf,https://catalog.archives.gov/id/428080319,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf#page=18,bush-library-428080319,subject-print-470766533-18-memorandum-of-telephone-conversation
