sort_date,display_date,volume_date_scope,countries,primary_chapter_country,record_class,document_type,title,subject_or_context,priority_or_status,score,page_count_or_range,source_collection,source_series,source_folder_or_title,local_identifier,naid_or_folder_naid,source_note,provenance_note,review_note,pdf_url,catalog_or_details_url,page_link,record_id
1992-06-20,6/20/1992,Volume date range,Venezuela,Venezuela,Daily diary/backup reference,Presidential Daily Backup,[Presidential Daily Backup] 6/20/1992,Matched memcon/telcon date,Restricted - Possibly,,,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,[Presidential Daily Backup] 6/20/1992,12893-014,415892103,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 6/20/1992. Access restriction: Restricted - Possibly.",,"Schedule/supporting-materials evidence; use to confirm timing, calls, meetings, and backup packets.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-06_20_92-12893-014_415892103.pdf,https://catalog.archives.gov/id/415892103,,daily-diary-415892103
1992-06-20,6/20/1992,Volume date range,Venezuela,Venezuela,Daily diary/backup reference,Presidential Daily Diary,[Presidential Daily Diary] 6/20/1992,Matched memcon/telcon date,Restricted - Possibly,,,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,[Presidential Daily Diary] 6/20/1992,12893-013,415892102,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 6/20/1992. Access restriction: Restricted - Possibly.",,"Schedule/supporting-materials evidence; use to confirm timing, calls, meetings, and backup packets.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-06_20_92-12893-013_415892102.pdf,https://catalog.archives.gov/id/415892102,,daily-diary-415892102
1992-06-20,1992-06-20,Volume date range,Venezuela,Venezuela,Declassified memcon/telcon,Telcon,Memorandum of Telephone Conversation,"Telcon with Carlos Andres Perez, President of Venezuela, on June 20, 1992",Full,,4,Records of the National Security Council (George H. W. Bush Administration),Presidential Telcon Files,"Presidential Telcon Files; [Memorandum of Telephone Conversations (Telcons) - January 1992-June 1992]: June 1992",[Memorandum of Telephone Conversations (Telcons) - January 1992-June 1992]: June 1992,428082247,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1992-June 1992]: June 1992. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 6/20/1992; Type Telcon; Participants Perez, Carlos Andres; Country Venezuela; Release Status Full; NAID 428082247. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telcon with Carlos Andres Perez, President of Venezuela, on June 20, 1992, NAID 428082247. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - January 1992-June 1992]: June 1992, NAID 325592764. Digital object: 1992-06-20--Perez.pdf, object ID 428082248, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-06-20--Perez.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551704, 91113-004, source pages 54-58.","Verified declassified private record; compare with same-date diary/backup and nearby print leads before final selection.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-06-20--Perez.pdf,https://catalog.archives.gov/id/428082247,,bush-library-428082247
1992-06-29,1992-06-29,Volume date range,Peru,Peru,Public statement,Exchange,"Question-and-Answer Session With the Michigan Law Enforcement Community in Detroit, Michigan","ome differences, but mainly we're getting good cooperation there. The [[Page 1033]] Colombians have been very, very good in terms of cooperation. We're having some difficulties in Peru that have not been enhanced by the recent change down there. But generally speaking, cooperation is better. One of the things I'm trying to do with them, the leaders south of the border, is say, ``Look, we know that you feel that if it weren't for us you wouldn't have the problems of the drug cartels, the narco- traffickers. But we also should tell you",,,1032-1032,Public Papers of the Presidents of the United States: George H. W. Bush,"1992, Book I",PPP-1992-book1,PPP-1992-book1-doc-pg1032-2,,"Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1992, Book I, June 29, 1992, ""Question-and-Answer Session With the Michigan Law Enforcement Community in Detroit, Michigan"", p. 1032. GovInfo, Government Publishing Office.",,"Public line/reference evidence; compare against private record and final source-note context.",https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg1032-2.pdf,https://www.govinfo.gov/app/details/PPP-1992-book1/PPP-1992-book1-doc-pg1032-2,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg1032-2.pdf,govinfo-PPP-1992-book1-doc-pg1032-2
1992-07-01,7/1/1992,Volume date range,Uruguay,Uruguay,Daily diary/backup reference,Presidential Daily Backup,[Presidential Daily Backup] 7/1/1992,Catalog search lead,Restricted - Possibly,,,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,[Presidential Daily Backup] 7/1/1992,12894-015,415892126,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 7/1/1992. Access restriction: Restricted - Possibly.",,"Schedule/supporting-materials evidence; use to confirm timing, calls, meetings, and backup packets.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-07_01_92-12894-015_415892126.pdf,https://catalog.archives.gov/id/415892126,,daily-diary-415892126
1992-07-02,1992-07-02,Volume date range,Bolivia,Bolivia,Public statement,Letter,Letter to Congressional Leaders on Trade With Bolivia,"Public Papers of the Presidents of the United States: George H. W. Bush (1992, Book I) - Letter to Congressional Leaders on Trade With Bolivia [Public Papers of the Presidents of the United States: George H. W. Bush (1992, Book I)] [July 2, 1992] [Pages 1070-1071] [From the U.S. Government Publishing Office www.gpo.gov ] Letter to Congressional Leaders on Trade With Bolivia July 2, 1992 Dear Mr. Speaker: (Dear Mr. President:) Pursuant to section 203 of the Andean Trade Preference Act (ATPA)",,,1070-1070,Public Papers of the Presidents of the United States: George H. W. Bush,"1992, Book I",PPP-1992-book1,PPP-1992-book1-doc-pg1070,,"Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1992, Book I, July 2, 1992, ""Letter to Congressional Leaders on Trade With Bolivia"", p. 1070. GovInfo, Government Publishing Office.",,"Public line/reference evidence; compare against private record and final source-note context.",https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg1070.pdf,https://www.govinfo.gov/app/details/PPP-1992-book1/PPP-1992-book1-doc-pg1070,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg1070.pdf,govinfo-PPP-1992-book1-doc-pg1070
1992-07-02,1992-07-02,Volume date range,Colombia,Colombia,Public statement,Letter,Letter to Congressional Leaders on Trade With Colombia,"Public Papers of the Presidents of the United States: George H. W. Bush (1992, Book I) - Letter to Congressional Leaders on Trade With Colombia [Public Papers of the Presidents of the United States: George H. W. Bush (1992, Book I)] [July 2, 1992] [Pages 1069-1070] [From the U.S. Government Publishing Office www.gpo.gov ] Letter to Congressional Leaders on Trade With Colombia July 2, 1992 Dear Mr. Speaker: (Dear Mr. President:) Pursuant to section 203 of the Andean Trade Preference Act (ATP",,,1069-1069,Public Papers of the Presidents of the United States: George H. W. Bush,"1992, Book I",PPP-1992-book1,PPP-1992-book1-doc-pg1069,,"Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1992, Book I, July 2, 1992, ""Letter to Congressional Leaders on Trade With Colombia"", p. 1069. GovInfo, Government Publishing Office.",,"Public line/reference evidence; compare against private record and final source-note context.",https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg1069.pdf,https://www.govinfo.gov/app/details/PPP-1992-book1/PPP-1992-book1-doc-pg1069,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg1069.pdf,govinfo-PPP-1992-book1-doc-pg1069
1992-07-03,1992-07-03,Volume date range,"Bolivia; Colombia; Ecuador; Peru",Bolivia,Public statement,Statement,Statement by Press Secretary Fitzwater on the Andean Trade Preference Act,"8] [From the U.S. Government Publishing Office www.gpo.gov ] Statement by Press Secretary Fitzwater on the Andean Trade Preference Act July 3, 1992 President Bush today proclaimed Bolivia and Colombia to be beneficiary countries under the Andean Trade Preference Act of 1991 (ATPA). These are the first two countries to be designated under the ATPA. The ATPA is designed to help encourage a transition from the production of illicit drugs to legitimate products in the Andean countries. Under the Act, beneficiary countries may export a wid",,,1078-1078,Public Papers of the Presidents of the United States: George H. W. Bush,"1992, Book I",PPP-1992-book1,PPP-1992-book1-doc-pg1078-2,,"Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1992, Book I, July 3, 1992, ""Statement by Press Secretary Fitzwater on the Andean Trade Preference Act"", p. 1078. GovInfo, Government Publishing Office.",,"Public line/reference evidence; compare against private record and final source-note context.",https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg1078-2.pdf,https://www.govinfo.gov/app/details/PPP-1992-book1/PPP-1992-book1-doc-pg1078-2,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg1078-2.pdf,govinfo-PPP-1992-book1-doc-pg1078-2
1992-07-10,7/10/1992,Volume date range,Brazil,Brazil,Daily diary/backup reference,Presidential Daily Backup,[Presidential Daily Backup] 7/10/1992,Matched memcon/telcon date,Restricted - Possibly,,,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,[Presidential Daily Backup] 7/10/1992,12895-016,415892144,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 7/10/1992. Access restriction: Restricted - Possibly.",,"Schedule/supporting-materials evidence; use to confirm timing, calls, meetings, and backup packets.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-07_10_92-12895-016_415892144.pdf,https://catalog.archives.gov/id/415892144,,daily-diary-415892144
1992-07-10,7/10/1992,Volume date range,Brazil,Brazil,Daily diary/backup reference,Presidential Daily Diary,[Presidential Daily Diary] 7/10/1992 [EMPTY],Matched memcon/telcon date,Empty folder,,,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,[Presidential Daily Diary] 7/10/1992 [EMPTY],12895-015,415892143,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 7/10/1992 [EMPTY]. Access restriction: Restricted - Possibly.",,"Schedule/supporting-materials evidence; use to confirm timing, calls, meetings, and backup packets.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-07_10_92-12895-015_415892143.pdf,https://catalog.archives.gov/id/415892143,,daily-diary-415892143
1992-07-10,1992-07-10,Volume date range,Brazil,Brazil,Declassified memcon/telcon,Telcon,Memorandum of Telephone Conversation,"Telcon with Fernando Collor, President of Brazil, on July 10, 1992",Full,,3,Records of the National Security Council (George H. W. Bush Administration),Presidential Telcon Files,"Presidential Telcon Files; [Memorandum of Telephone Conversations (Telcons) - July 1992-January 1993]: July 1992",[Memorandum of Telephone Conversations (Telcons) - July 1992-January 1993]: July 1992,428082309,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - July 1992-January 1993]: July 1992. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 7/10/1992; Type Telcon; Participants Collor de Mello, Fernando; Country Brazil; Release Status Full; NAID 428082309. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telcon with Fernando Collor, President of Brazil, on July 10, 1992, NAID 428082309. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - July 1992-January 1993]: July 1992, NAID 325592765. Digital object: 1992-07-10--Collor-de-Mello.pdf, object ID 428082310, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-07-10--Collor-de-Mello.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551705, 91113-005, source pages 6-7.","Verified declassified private record; compare with same-date diary/backup and nearby print leads before final selection.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-07-10--Collor-de-Mello.pdf,https://catalog.archives.gov/id/428082309,,bush-library-428082309
1992-07-13,1992-07-13,Volume date range,Ecuador,Ecuador,Public statement,Nomination,Nomination of Walter Scott Light To Be United States Ambassador to Ecuador,"Public Papers of the Presidents of the United States: George H. W. Bush (1992, Book I) - Nomination of Walter Scott Light To Be United States Ambassador to Ecuador [Public Papers of the Presidents of the United States: George H. W. Bush (1992, Book I)] [July 13, 1992] [Page 1111] [From the U.S. Government Publishing Office www.gpo.gov ] Nomination of Walter Scott Light To Be United States Ambassador to Ecuador July 13, 1992 The President today announced his intention to nominate Walter Scott Light, of Texas, to",,,1111-1111,Public Papers of the Presidents of the United States: George H. W. Bush,"1992, Book I",PPP-1992-book1,PPP-1992-book1-doc-pg1111-2,,"Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1992, Book I, July 13, 1992, ""Nomination of Walter Scott Light To Be United States Ambassador to Ecuador"", p. 1111. GovInfo, Government Publishing Office.",,"Public line/reference evidence; compare against private record and final source-note context.",https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg1111-2.pdf,https://www.govinfo.gov/app/details/PPP-1992-book1/PPP-1992-book1-doc-pg1111-2,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg1111-2.pdf,govinfo-PPP-1992-book1-doc-pg1111-2
1992-07-23,7/23/1992,Volume date range,"Colombia; Paraguay",Colombia,Daily diary/backup reference,Presidential Daily Backup,[Presidential Daily Backup] 7/23/1992,Catalog search lead,Restricted - Possibly,,,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,[Presidential Daily Backup] 7/23/1992,12896-014,415892170,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 7/23/1992. Access restriction: Restricted - Possibly.",,"Schedule/supporting-materials evidence; use to confirm timing, calls, meetings, and backup packets.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-07_23_92-12896-014_415892170.pdf,https://catalog.archives.gov/id/415892170,,daily-diary-415892170
1992-07-23,1992-07-23,Volume date range,Colombia,Colombia,Public statement,Statement,Statement by Press Secretary Fitzwater on the Escape of Pablo Escobar,"Government Publishing Office www.gpo.gov ] [[Page 1168]] Statement by Press Secretary Fitzwater on the Escape of Pablo Escobar July 23, 1992 Pablo Escobar escaped from prison when Colombian authorities attempted to move him to a more secure facility. This is unfortunate at a time when President Gaviria was trying to control the prison and put an end to Escobar's criminal activities. Escobar and his ilk represent a threat to law-abiding, civilized societies throughout the hemisphere, and they must be brought to justice. This incident u",,,1168-1168,Public Papers of the Presidents of the United States: George H. W. Bush,"1992, Book I",PPP-1992-book1,PPP-1992-book1-doc-pg1168,,"Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1992, Book I, July 23, 1992, ""Statement by Press Secretary Fitzwater on the Escape of Pablo Escobar"", p. 1168. GovInfo, Government Publishing Office.",,"Public line/reference evidence; compare against private record and final source-note context.",https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg1168.pdf,https://www.govinfo.gov/app/details/PPP-1992-book1/PPP-1992-book1-doc-pg1168,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg1168.pdf,govinfo-PPP-1992-book1-doc-pg1168
1992-07-23,1992-07-23,Volume date range,Paraguay,Paraguay,Public statement,Remarks,"Remarks on Signing the Higher Education Amendments of 1992 in Annandale, Virginia","y. It's good news for our country. I happen to feel it's good news for the whole world. But this new world does pose enormous challenges; big opportunities, though. From Poland to Paraguay, other nations are trying to copy our system of free enterprise. And here's the question: How do we win when more of the world's nations are playing our game? The opportunity is huge. The economists say when we win, we will share in a maximized proportion of ever-increasing global prosperity. I had that translated into English, and that means good,",,,1164-1164,Public Papers of the Presidents of the United States: George H. W. Bush,"1992, Book I",PPP-1992-book1,PPP-1992-book1-doc-pg1164,,"Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1992, Book I, July 23, 1992, ""Remarks on Signing the Higher Education Amendments of 1992 in Annandale, Virginia"", p. 1164. GovInfo, Government Publishing Office.",,"Public line/reference evidence; compare against private record and final source-note context.",https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg1164.pdf,https://www.govinfo.gov/app/details/PPP-1992-book1/PPP-1992-book1-doc-pg1164,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg1164.pdf,govinfo-PPP-1992-book1-doc-pg1164
1992-07-28,7/28/1992,Volume date range,Ecuador,Ecuador,Daily diary/backup reference,Presidential Daily Backup,[Presidential Daily Backup] 7/28/1992,Matched memcon/telcon date,Restricted - Possibly,,,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,[Presidential Daily Backup] 7/28/1992,12897-002,415892181,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 7/28/1992. Access restriction: Restricted - Possibly.",,"Schedule/supporting-materials evidence; use to confirm timing, calls, meetings, and backup packets.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-07_28_92-12897-002_415892181.pdf,https://catalog.archives.gov/id/415892181,,daily-diary-415892181
1992-07-28,7/28/1992,Volume date range,Ecuador,Ecuador,Daily diary/backup reference,Presidential Daily Diary,[Presidential Daily Diary] 7/28/1992,Matched memcon/telcon date,Restricted - Possibly,,,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,[Presidential Daily Diary] 7/28/1992,12897-001,415892180,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 7/28/1992. Access restriction: Restricted - Possibly.",,"Schedule/supporting-materials evidence; use to confirm timing, calls, meetings, and backup packets.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-07_28_92-12897-001_415892180.pdf,https://catalog.archives.gov/id/415892180,,daily-diary-415892180
1992-07-28,1992-07-28,Volume date range,Ecuador,Ecuador,Declassified memcon/telcon,Memcon,Memorandum of Conversation,"Meeting with Sixto Duran Ballen, PresidentElect of Ecuador, Julyu 28, 1992",Full,,5,Records of the National Security Council (George H. W. Bush Administration),Presidential Memcon Files,"Presidential Memcon Files; [Memorandum of Conversations (Memcons)-July 1992-December 1992]: July 1992",[Memorandum of Conversations (Memcons)-July 1992-December 1992]: July 1992,428082307,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-July 1992-December 1992]: July 1992. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 7/28/1992; Type Memcon; Participants Ballen, Sixto Duran; Country Ecuador; Release Status Full; NAID 428082307. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Meeting with Sixto Duran Ballen, PresidentElect of Ecuador, Julyu 28, 1992, NAID 428082307. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Memcon Files, NAID 321498039. File unit: [Memorandum of Conversations (Memcons)-July 1992-December 1992]: July 1992, NAID 325592621. Digital object: 1992-07-28--Ballen.pdf, object ID 428082308, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-07-28--Ballen.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551685, 91110-002, source pages 24-28.","Verified declassified private record; compare with same-date diary/backup and nearby print leads before final selection.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-07-28--Ballen.pdf,https://catalog.archives.gov/id/428082307,,bush-library-428082307
1992-07-28,1992-07-28,Volume date range,Ecuador,Ecuador,Public statement,Statement,Statement by Press Secretary Fitzwater on the President's Meeting With President-Elect Sixto Duran-Ballen of Ecuador,"he Presidents of the United States: George H. W. Bush (1992, Book I) - Statement by Press Secretary Fitzwater on the President's Meeting With President-Elect Sixto Duran-Ballen of Ecuador [Public Papers of the Presidents of the United States: George H. W. Bush (1992, Book I)] [July 28, 1992] [Page 1199] [From the U.S. Government Publishing Office www.gpo.gov ] Statement by Press Secretary Fitzwater on the President's Meeting With President-Elect Sixto Duran-Ballen of Ecuador July 28, 1992 The President met this afternoon with Presiden",,,1199-1199,Public Papers of the Presidents of the United States: George H. W. Bush,"1992, Book I",PPP-1992-book1,PPP-1992-book1-doc-pg1199,,"Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1992, Book I, July 28, 1992, ""Statement by Press Secretary Fitzwater on the President's Meeting With President-Elect Sixto Duran-Ballen of Ecuador"", p. 1199. GovInfo, Government Publishing Office.",,"Public line/reference evidence; compare against private record and final source-note context.",https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg1199.pdf,https://www.govinfo.gov/app/details/PPP-1992-book1/PPP-1992-book1-doc-pg1199,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg1199.pdf,govinfo-PPP-1992-book1-doc-pg1199
1992-08-12,8/12/1992,Volume date range,Venezuela,Venezuela,Daily diary/backup reference,Presidential Daily Backup,[Presidential Daily Backup] 8/12/1992,Catalog search lead,Restricted - Possibly,,,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,[Presidential Daily Backup] 8/12/1992,12898-014,415892211,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 8/12/1992. Access restriction: Restricted - Possibly.",,"Schedule/supporting-materials evidence; use to confirm timing, calls, meetings, and backup packets.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-08_12_92-12898-014_415892211.pdf,https://catalog.archives.gov/id/415892211,,daily-diary-415892211
1992-08-17,1992-08-17,Volume date range,Colombia,Colombia,Public statement,Letter,Letter to Congressional Leaders on the Determination Not To Prohibit Fish Imports From Certain Countries,"1(a) of the Marine Mammal Protection Act (MMPA), the Secretary of Commerce certified to me that a ban on the importation of yellowfin tuna and yellowfin tuna products from Canada, Colombia, Malaysia, the Netherlands Antilles, Singapore, Spain, and the United Kingdom has been in effect since January 31, 1992. This ban is the result of an order issued by the U.S. District Court for the Northern District of California, which the Administration has appealed. By the terms of the MMPA, such certification is deemed to be a certification for",,,1363-1363,Public Papers of the Presidents of the United States: George H. W. Bush,"1992, Book II",PPP-1992-book2,PPP-1992-book2-doc-pg1363,,"Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1992, Book II, August 17, 1992, ""Letter to Congressional Leaders on the Determination Not To Prohibit Fish Imports From Certain Countries"", p. 1363. GovInfo, Government Publishing Office.",,"Public line/reference evidence; compare against private record and final source-note context.",https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg1363.pdf,https://www.govinfo.gov/app/details/PPP-1992-book2/PPP-1992-book2-doc-pg1363,https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg1363.pdf,govinfo-PPP-1992-book2-doc-pg1363
1992-08-27,1992-08-27,Volume date range,"Peru; Venezuela",Peru,Public statement,Remarks,"Remarks to Findlay Machine and Tool Employees in Findlay, Ohio","more opportunity and thus more jobs. It begins with an aggressive strategy to open new markets, so that ``Made in America'' is understood in any language from Lima, Ohio, to Lima, Peru, and beyond. Some will say that the American worker isn't up to it. And I say: Look, give our workers a level playing field, and they will outperform any worker in the world, anyplace, anywhere, anytime. I learned this myself. Thank God I spent some time in the private sector. Half my adult life was in the private sector, and half in public service. But",,,1442-1442,Public Papers of the Presidents of the United States: George H. W. Bush,"1992, Book II",PPP-1992-book2,PPP-1992-book2-doc-pg1442,,"Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1992, Book II, August 27, 1992, ""Remarks to Findlay Machine and Tool Employees in Findlay, Ohio"", p. 1442. GovInfo, Government Publishing Office.",,"Public line/reference evidence; compare against private record and final source-note context.",https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg1442.pdf,https://www.govinfo.gov/app/details/PPP-1992-book2/PPP-1992-book2-doc-pg1442,https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg1442.pdf,govinfo-PPP-1992-book2-doc-pg1442
