date,catalog_date,source_type,title,countries,relationship,matched_terms,linked_memcon_telcon_titles,local_identifier,naid,empty_folder,access_restriction,source_note,pdf_url,catalog_url
1992-01-27,1/27/1992,Presidential Daily Backup,[Presidential Daily Backup] 1/27/1992,"Bolivia; Colombia; Ecuador; Peru; Venezuela",Catalog search lead,"Alan Garcia; Bolivia; Colombia; Ecuador; Peru; Venezuela",,12879-012,415891810,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 1/27/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-01_27_92-12879-012_415891810.pdf,https://catalog.archives.gov/id/415891810
1992-01-27,1/27/1992,Presidential Daily Diary,[Presidential Daily Diary] 1/27/1992,"Bolivia; Ecuador; Peru; Venezuela",Catalog search lead,"Alan Garcia; Bolivia; Ecuador; Peru; Venezuela",,12879-011,415891809,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 1/27/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-01_27_92-12879-011_415891809.pdf,https://catalog.archives.gov/id/415891809
1992-01-31,1/31/1992,Presidential Daily Backup,[Presidential Daily Backup] 1/31/1992,"Ecuador; Venezuela",Catalog search lead,"Borja; Carlos Andres Perez; Ecuador; Venezuela",,12879-020,415891818,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 1/31/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-01_31_92-12879-020_415891818.pdf,https://catalog.archives.gov/id/415891818
1992-01-31,1/31/1992,Presidential Daily Diary,[Presidential Daily Diary] 1/31/1992,"Ecuador; Venezuela",Catalog search lead,"Borja; Carlos Andres Perez; Ecuador; Venezuela",,12879-019,415891817,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 1/31/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-01_31_92-12879-019_415891817.pdf,https://catalog.archives.gov/id/415891817
1992-02-03,2/3/1992,Presidential Daily Backup,[Presidential Daily Backup] 2/3/1992,Suriname,Catalog search lead,"Suriname; Surinamese",,12880-002,415891824,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 2/3/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-02_03_92-12880-002_415891824.pdf,https://catalog.archives.gov/id/415891824
1992-02-03,2/3/1992,Presidential Daily Diary,[Presidential Daily Diary] 2/3/1992,Suriname,Catalog search lead,Suriname,,12880-001,415891823,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 2/3/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-02_03_92-12880-001_415891823.pdf,https://catalog.archives.gov/id/415891823
1992-02-04,2/4/1992,Presidential Daily Backup,[Presidential Daily Backup] 2/4/1992,Venezuela,Catalog search lead,"Carlos Andres Perez; Venezuela",,12880-004,415891826,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 2/4/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-02_04_92-12880-004_415891826.pdf,https://catalog.archives.gov/id/415891826
1992-02-04,2/4/1992,Presidential Daily Diary,[Presidential Daily Diary] 2/4/1992,Venezuela,Catalog search lead,"Carlos Andres Perez; Venezuela",,12880-003,415891825,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 2/4/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-02_04_92-12880-003_415891825.pdf,https://catalog.archives.gov/id/415891825
1992-02-10,2/10/1992,Presidential Daily Backup,[Presidential Daily Backup] 2/10/1992,Argentina,Catalog search lead,Argentina,,12880-016,415891838,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 2/10/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-02_10_92-12880-016_415891838.pdf,https://catalog.archives.gov/id/415891838
1992-02-20,2/20/1992,Presidential Daily Backup,[Presidential Daily Backup] 2/20/1992,"Argentina; Uruguay",Catalog search lead,"Argentina; Uruguay",,12881-019,415891859,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 2/20/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-02_20_92-12881-019_415891859.pdf,https://catalog.archives.gov/id/415891859
1992-02-20,2/20/1992,Presidential Daily Diary,[Presidential Daily Diary] 2/20/1992,Argentina,Catalog search lead,Argentina,,12881-018,415891858,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 2/20/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-02_20_92-12881-018_415891858.pdf,https://catalog.archives.gov/id/415891858
1992-02-26,2/26/1992,Presidential Daily Backup,[Presidential Daily Backup] 2/26/1992,"Bolivia; Colombia; Ecuador; Peru; Venezuela",Catalog search lead,"Bolivia; Bolivian; Borja; Colombia; Colombian; Ecuador; Ecuadorian; Fujimori; Gaviria; Paz Zamora; Peru; Peruvian; Venezuela; Venezuelan",,12882-010,415891871,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 2/26/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-02_26_92-12882-010_415891871.pdf,https://catalog.archives.gov/id/415891871
1992-02-27,2/27/1992,Presidential Daily Backup,[Presidential Daily Backup] 2/27/1992,"Bolivia; Colombia; Ecuador; Peru; Venezuela",Catalog search lead,"Barco; Bolivia; Bolivian; Borja; Carlos Andres Perez; Colombia; Colombian; Ecuador; Ecuadorian; Fujimori; Gaviria; Paz Zamora; Peru; Peruvian; Venezuela; Venezuelan",,12882-012,415891873,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 2/27/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-02_27_92-12882-012_415891873.pdf,https://catalog.archives.gov/id/415891873
1992-03-03,3/3/1992,Presidential Daily Backup,[Presidential Daily Backup] 3/3/1992,Venezuela,Catalog search lead,"Carlos Andres Perez; Venezuela",,12882-022,415891883,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 3/3/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-03_03_92-12882-022_415891883.pdf,https://catalog.archives.gov/id/415891883
1992-03-03,3/3/1992,Presidential Daily Diary,[Presidential Daily Diary] 3/3/1992,Venezuela,Catalog search lead,Carlos Andres Perez,,12882-021,415891882,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 3/3/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-03_03_92-12882-021_415891882.pdf,https://catalog.archives.gov/id/415891882
1992-03-04,3/4/1992,Presidential Daily Backup,[Presidential Daily Backup] 3/4/1992,Colombia,Catalog search lead,Colombia,,12883-002,415891885,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 3/4/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-03_04_92-12883-002_415891885.pdf,https://catalog.archives.gov/id/415891885
1992-03-16,3/16/1992,Presidential Daily Backup,[Presidential Daily Backup] 3/16/1992,Colombia,Catalog search lead,Colombian,,12884-010,415891909,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 3/16/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-03_16_92-12884-010_415891909.pdf,https://catalog.archives.gov/id/415891909
1992-03-20,3/20/1992,Presidential Daily Backup,[Presidential Daily Backup] 3/20/1992,Peru,Catalog search lead,Alan Garcia,,12884-018,415891917,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 3/20/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-03_20_92-12884-018_415891917.pdf,https://catalog.archives.gov/id/415891917
1992-03-24,3/24/1992,Presidential Daily Backup,[Presidential Daily Backup] 3/24/1992,Uruguay,Catalog search lead,Uruguay,,12885-004,415891925,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 3/24/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-03_24_92-12885-004_415891925.pdf,https://catalog.archives.gov/id/415891925
1992-03-25,3/25/1992,Presidential Daily Backup,[Presidential Daily Backup] 3/25/1992,Brazil,Matched memcon/telcon date,"Brazil; Collor",Memorandum of a Telephone Conversation,12885-006,415891927,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 3/25/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-03_25_92-12885-006_415891927.pdf,https://catalog.archives.gov/id/415891927
1992-03-25,3/25/1992,Presidential Daily Diary,[Presidential Daily Diary] 3/25/1992,Brazil,Matched memcon/telcon date,"Brazil; Collor",Memorandum of a Telephone Conversation,12885-005,415891926,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 3/25/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-03_25_92-12885-005_415891926.pdf,https://catalog.archives.gov/id/415891926
1992-03-31,3/31/1992,Presidential Daily Backup,[Presidential Daily Backup] 3/31/1992,Ecuador,Catalog search lead,Ecuador,,12885-018,415891939,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 3/31/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-03_31_92-12885-018_415891939.pdf,https://catalog.archives.gov/id/415891939
1992-04-01,4/1/1992,Presidential Daily Backup,[Presidential Daily Backup] 4/1/1992,Ecuador,Catalog search lead,Ecuador,,12885-020,415891941,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 4/1/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-04_01_92-12885-020_415891941.pdf,https://catalog.archives.gov/id/415891941
1992-04-02,4/2/1992,Presidential Daily Backup,[Presidential Daily Backup] 4/2/1992,Uruguay,Catalog search lead,Uruguay,,12885-022,415891943,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 4/2/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-04_02_92-12885-022_415891943.pdf,https://catalog.archives.gov/id/415891943
1992-04-07,4/7/1992,Presidential Daily Backup,[Presidential Daily Backup] 4/7/1992,Argentina,Matched memcon/telcon date,"Argentina; Menem",Memorandum of Telephone Conversation,12886-006,415891953,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 4/7/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-04_07_92-12886-006_415891953.pdf,https://catalog.archives.gov/id/415891953
1992-04-07,4/7/1992,Presidential Daily Diary,[Presidential Daily Diary] 4/7/1992,Argentina,Matched memcon/telcon date,"Argentina; Menem",Memorandum of Telephone Conversation,12886-005,415891952,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 4/7/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-04_07_92-12886-005_415891952.pdf,https://catalog.archives.gov/id/415891952
1992-04-08,4/8/1992,Presidential Daily Backup,[Presidential Daily Backup] 4/8/1992,Peru,Catalog search lead,"Peru; Peruvian",,12886-008,415891955,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 4/8/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-04_08_92-12886-008_415891955.pdf,https://catalog.archives.gov/id/415891955
1992-04-09,4/9/1992,Presidential Daily Backup,[Presidential Daily Backup] 4/9/1992,"Argentina; Paraguay; Peru; Venezuela",Matched memcon/telcon date,"Andres Rodriguez; Argentina; Carlos Andres Perez; Peru; Venezuela",Memorandum of a Telephone Conversation,12886-010,415891957,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 4/9/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-04_09_92-12886-010_415891957.pdf,https://catalog.archives.gov/id/415891957
1992-04-09,4/9/1992,Presidential Daily Diary,[Presidential Daily Diary] 4/9/1992,Venezuela,Matched memcon/telcon date,"Carlos Andres Perez; Venezuela",Memorandum of a Telephone Conversation,12886-009,415891956,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 4/9/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-04_09_92-12886-009_415891956.pdf,https://catalog.archives.gov/id/415891956
1992-04-20,4/20/1992,Presidential Daily Backup,[Presidential Daily Backup] 4/20/1992,Peru,Matched memcon/telcon date,"Fujimori; Peru",Memorandum of Telephone Conversation,12887-014,415891979,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 4/20/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-04_20_92-12887-014_415891979.pdf,https://catalog.archives.gov/id/415891979
1992-04-20,4/20/1992,Presidential Daily Diary,[Presidential Daily Diary] 4/20/1992,Peru,Matched memcon/telcon date,"Fujimori; Peru",Memorandum of Telephone Conversation,12887-013,415891978,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 4/20/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-04_20_92-12887-013_415891978.pdf,https://catalog.archives.gov/id/415891978
1992-04-21,4/21/1992,Presidential Daily Backup,[Presidential Daily Backup] 4/21/1992,"Argentina; Chile; Ecuador; Guyana; Uruguay; Venezuela",Catalog search lead,"Argentina; Chile; Ecuador; Guyana; Uruguay; Venezuela",,12887-016,415891981,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 4/21/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-04_21_92-12887-016_415891981.pdf,https://catalog.archives.gov/id/415891981
1992-04-21,4/21/1992,Presidential Daily Diary,[Presidential Daily Diary] 4/21/1992,Guyana,Catalog search lead,Guyana,,12887-015,415891980,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 4/21/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-04_21_92-12887-015_415891980.pdf,https://catalog.archives.gov/id/415891980
1992-04-22,4/22/1992,Presidential Daily Backup,[Presidential Daily Backup] 4/22/1992,Uruguay,Catalog search lead,Uruguay,,12887-018,415891983,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 4/22/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-04_22_92-12887-018_415891983.pdf,https://catalog.archives.gov/id/415891983
1992-04-23,4/23/1992,Presidential Daily Backup,[Presidential Daily Backup] 4/23/1992,"Argentina; Brazil; Chile; Paraguay; Peru; Uruguay; Venezuela",Catalog search lead,"Argentina; Brazil; Chile; Paraguay; Peru; Uruguay; Venezuela",,12887-020,415891985,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 4/23/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-04_23_92-12887-020_415891985.pdf,https://catalog.archives.gov/id/415891985
1992-04-24,4/24/1992,Presidential Daily Backup,[Presidential Daily Backup] 4/24/1992,"Argentina; Peru",Catalog search lead,"Alan Garcia; Argentina; Peru",,12887-022,415891987,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 4/24/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-04_24_92-12887-022_415891987.pdf,https://catalog.archives.gov/id/415891987
1992-04-27,4/27/1992,Presidential Daily Diary,[Presidential Daily Diary] 4/27/1992,Brazil,Catalog search lead,Brazil,,12888-003,415891992,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 4/27/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-04_27_92-12888-003_415891992.pdf,https://catalog.archives.gov/id/415891992
1992-04-28,4/28/1992,Presidential Daily Backup,[Presidential Daily Backup] 4/28/1992,Paraguay,Catalog search lead,Andres Rodriguez,,12888-006,415891995,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 4/28/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-04_28_92-12888-006_415891995.pdf,https://catalog.archives.gov/id/415891995
1992-05-01,5/1/1992,Presidential Daily Backup,[Presidential Daily Backup] 5/1/1992,Brazil,Catalog search lead,Brazil,,12888-013,415892002,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 5/1/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-05_01_92-12888-013_415892002.pdf,https://catalog.archives.gov/id/415892002
1992-05-01,5/1/1992,Presidential Daily Diary,[Presidential Daily Diary] 5/1/1992,Brazil,Catalog search lead,Brazil,,12888-012,415892001,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 5/1/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-05_01_92-12888-012_415892001.pdf,https://catalog.archives.gov/id/415892001
1992-05-05,5/5/1992,Presidential Daily Backup,[Presidential Daily Backup] 5/5/1992,"Paraguay; Venezuela",Catalog search lead,"Carlos Andres Perez; Paraguay",,12889-008,415892010,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 5/5/1992. Access restriction: Restricted - Possibly.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-05_05_92-12889-008_415892010.pdf,https://catalog.archives.gov/id/415892010
