chapter_number,chapter_country,date,date_line,document_type,document_title,subject_line,participants,page_count,release_status,source_bucket,local_identifier,naid,source_title,source_note,provenance_note,frus_topics,pdf_url,catalog_url,daily_diary_backup_titles,daily_diary_backup_pdfs,daily_diary_backup_catalog_urls
1,Argentina,1990-12-05,"December 5, 1990",Memcon,Memorandum of Conversation,Luncheon with President Carlos Saul Menem of Argentina (U),"George H. W. Bush; Carlos Saul Menem",5,Declassified,Scowcroft extract,91108-003,366551672,"Presidential Meetings - Memorandum of Conversations 11/13/90 - 12/21/90; 41-bpr-scow-pcor-memcon-91108-003.pdf; source pages 112-116","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Memcons Files, OA/ID 91108-003, Presidential Meetings - Memorandum of Conversations 11/13/90 - 12/21/90. Declassified.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Memcons Files, OA/ID 91108-003, Presidential Meetings - Memorandum of Conversations 11/13/90 - 12/21/90. Declassified. Originally processed under FOIA 2009-0275-S. Project PDF begins with the PDF provenance sheet, followed by source pages 112-116. Digital source file: 41-bpr-scow-pcor-memcon-91108-003.pdf. Catalog: https://catalog.archives.gov/id/366551672.","Latin America; South America; Argentina; Brent Scowcroft Papers; Head-of-state memcons and telcons",documents/argentina/1990-12-05-bush-carlos-saul-menem-memcon-91108-003-p112-scowcroft.pdf,https://catalog.archives.gov/id/366551672,"[Presidential Daily Backup] 12/5/1990; [Presidential Daily Diary] 12/5/1990 [EMPTY]","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-12_05_90-12844-002_415890969.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-12_05_90-12844-001_415890968.pdf","https://catalog.archives.gov/id/415890969; https://catalog.archives.gov/id/415890968"
1,Argentina,1990-12-05,"December 5, 1990",Memcon,Memorandum of Conversation,"Luncheon with President Carlos Saul Menem of Argentina, December 5, 1990","George H. W. Bush; Carlos Menem",6,Full,Presidential Memcon Files,[Memorandum of Conversations (Memcons)-July 1990-December 1990]: December 1990,428081237,"Presidential Memcon Files; [Memorandum of Conversations (Memcons)-July 1990-December 1990]: December 1990","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-July 1990-December 1990]: December 1990. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 12/5/1990; Type Memcon; Participants Menem, Carlos; Country Argentina; Release Status Full; NAID 428081237. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Luncheon with President Carlos Saul Menem of Argentina, December 5, 1990, NAID 428081237. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Memcon Files, NAID 321498039. File unit: [Memorandum of Conversations (Memcons)-July 1990-December 1990]: December 1990, NAID 325541483. Digital object: 1990-12-05--Menem.pdf, object ID 428081238, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-12-05--Menem.pdf. Access restriction: Unrestricted.","Latin America; South America; Argentina; Bush Library Memcons and Telcons; Memcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-12-05--Menem.pdf,https://catalog.archives.gov/id/428081237,"[Presidential Daily Backup] 12/5/1990; [Presidential Daily Diary] 12/5/1990 [EMPTY]","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-12_05_90-12844-002_415890969.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-12_05_90-12844-001_415890968.pdf","https://catalog.archives.gov/id/415890969; https://catalog.archives.gov/id/415890968"
1,Argentina,1991-01-14,"January 14, 1991",Telcon,Memorandum of a Telephone Conversation,Telephone conversation with President Carlos Menem of Argentina (U),"George H. W. Bush; Carlos Saul Menem",2,Declassified,Scowcroft extract,91112-004,366551696,"Presidential Telephone Calls - Memorandum of Conversations 1/1/91 - 1/28/91; 41-bpr-scow-pcor-telcon-91112-004.pdf; source pages 45-46","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91112-004, Presidential Telephone Calls - Memorandum of Conversations 1/1/91 - 1/28/91. Declassified.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91112-004, Presidential Telephone Calls - Memorandum of Conversations 1/1/91 - 1/28/91. Declassified. Originally processed under FOIA 2009-0275-S. Project PDF begins with the PDF provenance sheet, followed by source pages 45-46. Digital source file: 41-bpr-scow-pcor-telcon-91112-004.pdf. Catalog: https://catalog.archives.gov/id/366551696.","Latin America; South America; Argentina; Brent Scowcroft Papers; Head-of-state memcons and telcons",documents/argentina/1991-01-14-bush-carlos-saul-menem-telcon-91112-004-p45-scowcroft.pdf,https://catalog.archives.gov/id/366551696,"[Presidential Daily Backup] 1/14/1991; [Presidential Daily Diary] 1/14/1991","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-01_14_91-12846-032_415891049.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-01_14_91-12846-031_415891048.pdf","https://catalog.archives.gov/id/415891049; https://catalog.archives.gov/id/415891048"
1,Argentina,1991-01-14,"January 14, 1991",Telcon,Memorandum of Telephone Conversation,"Telephone conversation with President Carlos Menem of Argentina, January 14, 1991","George H. W. Bush; Carlos Menem",3,Full,Presidential Telcon Files,[Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: January 1991,428081341,"Presidential Telcon Files; [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: January 1991","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: January 1991. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 1/14/1991; Type Telcon; Participants Menem, Carlos; Country Argentina; Release Status Full; NAID 428081341. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telephone conversation with President Carlos Menem of Argentina, January 14, 1991, NAID 428081341. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: January 1991, NAID 325592653. Digital object: 1991-01-14--Menem.pdf, object ID 428081342, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-14--Menem.pdf. Access restriction: Unrestricted.","Latin America; South America; Argentina; Bush Library Memcons and Telcons; Telcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-14--Menem.pdf,https://catalog.archives.gov/id/428081341,"[Presidential Daily Backup] 1/14/1991; [Presidential Daily Diary] 1/14/1991","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-01_14_91-12846-032_415891049.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-01_14_91-12846-031_415891048.pdf","https://catalog.archives.gov/id/415891049; https://catalog.archives.gov/id/415891048"
1,Argentina,1991-01-19,"January 19, 1991",Telcon,Memorandum of a Telephone Conversation,Telephone conversation with President Carlos Menem of Argentina (U),"George H. W. Bush; Carlos Saul Menem",2,Declassified,Scowcroft extract,91112-004,366551696,"Presidential Telephone Calls - Memorandum of Conversations 1/1/91 - 1/28/91; 41-bpr-scow-pcor-telcon-91112-004.pdf; source pages 71-72","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91112-004, Presidential Telephone Calls - Memorandum of Conversations 1/1/91 - 1/28/91. Declassified.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91112-004, Presidential Telephone Calls - Memorandum of Conversations 1/1/91 - 1/28/91. Declassified. Originally processed under FOIA 2009-0275-S. Project PDF begins with the PDF provenance sheet, followed by source pages 71-72. Digital source file: 41-bpr-scow-pcor-telcon-91112-004.pdf. Catalog: https://catalog.archives.gov/id/366551696.","Latin America; South America; Argentina; Brent Scowcroft Papers; Head-of-state memcons and telcons",documents/argentina/1991-01-19-bush-carlos-saul-menem-telcon-91112-004-p71-scowcroft.pdf,https://catalog.archives.gov/id/366551696,"[Presidential Daily Backup] 1/19/1991; [Presidential Daily Diary] 1/19/1991","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-01_19_91-12847-008_415891059.pdf; https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/1863/186325/content/arcmedia/media/images/40/19/40-1892a.gif","https://catalog.archives.gov/id/415891059; https://catalog.archives.gov/id/415891058"
1,Argentina,1991-01-19,"January 19, 1991",Telcon,Memorandum of Telephone Conversation,"Telephone Conversation with President Carlos Menem of Argentina, January 19, 1991","George H. W. Bush; Carlos Menem",3,Full,Presidential Telcon Files,[Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: January 1991,428081361,"Presidential Telcon Files; [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: January 1991","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: January 1991. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 1/19/1991; Type Telcon; Participants Menem, Carlos; Country Argentina; Release Status Full; NAID 428081361. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telephone Conversation with President Carlos Menem of Argentina, January 19, 1991, NAID 428081361. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: January 1991, NAID 325592653. Digital object: 1991-01-19--Menem.pdf, object ID 428081362, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-19--Menem.pdf. Access restriction: Unrestricted.","Latin America; South America; Argentina; Bush Library Memcons and Telcons; Telcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-19--Menem.pdf,https://catalog.archives.gov/id/428081361,"[Presidential Daily Backup] 1/19/1991; [Presidential Daily Diary] 1/19/1991","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-01_19_91-12847-008_415891059.pdf; https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/1863/186325/content/arcmedia/media/images/40/19/40-1892a.gif","https://catalog.archives.gov/id/415891059; https://catalog.archives.gov/id/415891058"
1,Argentina,1991-02-08,"February 8, 1991",Telcon,Memorandum of a Telephone Conversation,Telephone conversation with President Carlos Menem of Argentina (U),"George H. W. Bush; Carlos Saul Menem",3,Declassified,Scowcroft extract,91112-005,366551697,"Presidential Telephone Calls - Memorandum of Conversations 1/30/91 - 2/22/91; 41-bpr-scow-pcor-telcon-91112-005.pdf; source pages 49-51","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91112-005, Presidential Telephone Calls - Memorandum of Conversations 1/30/91 - 2/22/91. Declassified.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91112-005, Presidential Telephone Calls - Memorandum of Conversations 1/30/91 - 2/22/91. Declassified. Originally processed under FOIA 2009-0275-S. Project PDF begins with the PDF provenance sheet, followed by source pages 49-51. Digital source file: 41-bpr-scow-pcor-telcon-91112-005.pdf. Catalog: https://catalog.archives.gov/id/366551697.","Latin America; South America; Argentina; Brent Scowcroft Papers; Head-of-state memcons and telcons",documents/argentina/1991-02-08-bush-carlos-saul-menem-telcon-91112-005-p49-scowcroft.pdf,https://catalog.archives.gov/id/366551697,"[Presidential Daily Backup] 2/8/1991; [Presidential Daily Diary] 2/8/1991","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-02_08_91-12848-016_415891099.pdf; https://s3.amazonaws.com/NARAprodstorage/opastorage/live/45/1863/186345/content/arcmedia/media/images/40/21/40-2097a.gif","https://catalog.archives.gov/id/415891099; https://catalog.archives.gov/id/415891098"
1,Argentina,1991-02-08,"February 8, 1991",Memcon,Memorandum of Conversation,"Meeting with Foreign Minister Guido Di Tella of Argentina, February 8, 1991","George H. W. Bush; Guido Di Tella",5,Full,Presidential Memcon Files,[Memorandum of Conversations (Memcons)-January 1991-June 1991]: February 1991,428081425,"Presidential Memcon Files; [Memorandum of Conversations (Memcons)-January 1991-June 1991]: February 1991","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-January 1991-June 1991]: February 1991. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 2/8/1991; Type Memcon; Participants Di Tella, Guido; Country Argentina; Release Status Full; NAID 428081425. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Meeting with Foreign Minister Guido Di Tella of Argentina, February 8, 1991, NAID 428081425. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Memcon Files, NAID 321498039. File unit: [Memorandum of Conversations (Memcons)-January 1991-June 1991]: February 1991, NAID 325541490. Digital object: 1991-02-08--Di-Tella.pdf, object ID 428081426, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-02-08--Di-Tella.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551673, 91108-004, source pages 21-24.","Latin America; South America; Argentina; Bush Library Memcons and Telcons; Memcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-02-08--Di-Tella.pdf,https://catalog.archives.gov/id/428081425,"[Presidential Daily Backup] 2/8/1991; [Presidential Daily Diary] 2/8/1991","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-02_08_91-12848-016_415891099.pdf; https://s3.amazonaws.com/NARAprodstorage/opastorage/live/45/1863/186345/content/arcmedia/media/images/40/21/40-2097a.gif","https://catalog.archives.gov/id/415891099; https://catalog.archives.gov/id/415891098"
1,Argentina,1991-02-08,"February 8, 1991",Telcon,Memorandum of Telephone Conversation,"Telephone Conversation with President Carlos Menem of Argentina, February 8, 1991","George H. W. Bush; Carlos Menem",4,Full,Presidential Telcon Files,[Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: February 1991 [1],428081437,"Presidential Telcon Files; [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: February 1991 [1]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: February 1991 [1]. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 2/8/1991; Type Telcon; Participants Menem, Carlos; Country Argentina; Release Status Full; NAID 428081437. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telephone Conversation with President Carlos Menem of Argentina, February 8, 1991, NAID 428081437. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: February 1991 [1], NAID 325592654. Digital object: 1991-02-08--Menem.pdf, object ID 428081438, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-02-08--Menem.pdf. Access restriction: Unrestricted.","Latin America; South America; Argentina; Bush Library Memcons and Telcons; Telcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-02-08--Menem.pdf,https://catalog.archives.gov/id/428081437,"[Presidential Daily Backup] 2/8/1991; [Presidential Daily Diary] 2/8/1991","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-02_08_91-12848-016_415891099.pdf; https://s3.amazonaws.com/NARAprodstorage/opastorage/live/45/1863/186345/content/arcmedia/media/images/40/21/40-2097a.gif","https://catalog.archives.gov/id/415891099; https://catalog.archives.gov/id/415891098"
1,Argentina,1991-03-04,"March 4, 1991",Telcon,Memorandum of a Telephone Conversation,Telephone conversation with President Menem of Argentina (U),"George H. W. Bush; Carlos Saul Menem",3,Declassified,Scowcroft extract,91112-006,366551698,"Presidential Telephone Calls - Memorandum of Conversations 2/22/91 - 3/6/91; 41-bpr-scow-pcor-telcon-91112-006.pdf; source pages 76-78","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91112-006, Presidential Telephone Calls - Memorandum of Conversations 2/22/91 - 3/6/91. Declassified.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91112-006, Presidential Telephone Calls - Memorandum of Conversations 2/22/91 - 3/6/91. Declassified. Originally processed under FOIA 2009-0275-S. Project PDF begins with the PDF provenance sheet, followed by source pages 76-78. Digital source file: 41-bpr-scow-pcor-telcon-91112-006.pdf. Catalog: https://catalog.archives.gov/id/366551698.","Latin America; South America; Argentina; Brent Scowcroft Papers; Head-of-state memcons and telcons",documents/argentina/1991-03-04-bush-carlos-saul-menem-telcon-91112-006-p76-scowcroft.pdf,https://catalog.archives.gov/id/366551698,"[Presidential Daily Backup] 3/4/1991; [Presidential Daily Diary] 3/4/1991","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-03_04_91-12850-014_415891147.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-03_04_91-12850-013_415891146.pdf","https://catalog.archives.gov/id/415891147; https://catalog.archives.gov/id/415891146"
