ledger_rank,review_priority,country_risk_level,country_risk_score,source_family,repository,record_group_or_collection,series,subseries_or_file_group,folder_title,folder_or_file_id,folder_naid,parent_collection_naid,evidence_classes,countries,years,date_span,verified_private_record_count,duplicate_private_source_count,print_candidate_count,high_priority_print_candidate_count,daily_diary_backup_reference_count,total_evidence_rows,verified_private_page_total,duplicate_source_page_total,print_candidate_page_starts,access_or_release_statuses,foia_numbers,source_note_statuses,sample_private_records,sample_duplicate_private_sources,sample_print_candidates,sample_diary_backup_references,recommended_compiler_use,catalog_url,pdf_url,parent_collection_url,source_notes,provenance_trail
11,Critical,Critical,95,Latin American Directorate Chronological Files,George H.W. Bush Library,Latin American Directorate Chronological Files,Latin American Directorate Chronological Files,CF00301-015,"May 16, 1989-May 30, 1989 [3]",CF00301-015,470766432,2197972,Print-candidate lead,"Argentina; Bolivia; Brazil; Colombia; Peru; Uruguay",1989,1989-05-11 to 1989-05-18,0,0,11,9,0,11,0,0,"31; 41; 44; 50; 51; 56; 57; 6; 7; 91; 92",Restricted - Possibly,2015-0017-S,FRUS-style ready,,,"High - Panama -- Recommendation that President Bush Telephone; 1989-05-11 - High - Recommendation for Telephone Call by the; 1989-05-16 - High - Points to Be Made for the President’s Telephone; 1989-05-15 - High - Panama -- Recommendation That President Bush Telephone; High - TALKING POINTS FOR THE PRESIDENT: -- IT am calling to congratulate the Government and people of Bolivia on the peaceful conduct of free elections, which; 1989-05-17 - High - Recommended Presidential Phone Call to Brazilian; High - TALKING POINTS WITH PRESIDENT SANGUINETTI: -~- I know from Ambassador Wilkey how concerned you are about; 1989-05-16 - High - Memorandum of Conversation: President’s Telephone; 1989-05-18 - High - Telephone Conversation Between the President; 1989-05-13 - Medium - The President’s Telephone Conversation with; 1989-05-16 - Medium - Telephone Conversation Between the President and",,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.",https://catalog.archives.gov/id/470766432,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-015.pdf,https://catalog.archives.gov/id/2197972,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-015, May 16, 1989-May 30, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.","CF00301-015; Latin American Directorate Chronological Files; May 16, 1989-May 30, 1989 [3]"
12,Critical,Critical,95,Latin American Directorate Chronological Files,George H.W. Bush Library,Latin American Directorate Chronological Files,Latin American Directorate Chronological Files,CF00301-014,"May 16, 1989-May 30, 1989 [2]",CF00301-014,470766431,2197972,Print-candidate lead,"Bolivia; Brazil; Guyana; Peru; Venezuela",1989,1989-05-13 to 1989-05-24,0,0,10,9,0,10,0,0,"3; 37; 40; 45; 49; 59; 6; 61; 90; 91",Restricted - Possibly,2015-0017-S,FRUS-style ready,,,"1989-05-22 - High - Possible Call to the President from Peruvian; High - Points to Be Made in Possible Telephone Call from; 1989-05-18 - High - Telephone call to Venezuelan President Carlos; 1989-05-17 - High - Telephone Call from President Bush to; High - Concurrence on 4068; 1989-05-19 - High - The President’s Telephone Conversation with; 1989-05-24 - High - Request by Guyana’s President for a Brief Visit; 1989-05-13 - High - Photo Opportunity with the President for Guyanese; 1989-05-23 - High - Recommended Presidential Telephone Call to; Medium - Message to the PDF n.d,",,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.",https://catalog.archives.gov/id/470766431,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-014.pdf,https://catalog.archives.gov/id/2197972,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-014, May 16, 1989-May 30, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.","CF00301-014; Latin American Directorate Chronological Files; May 16, 1989-May 30, 1989 [2]"
13,Critical,Critical,95,Latin American Affairs Directorate Subject Files,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,Latin American Affairs Directorate Subject Files,CF00195-009,"Colombia - January 20, 1989-December 31, 1989 [3]",CF00195-009,470766566,376217847,Print-candidate lead,"Bolivia; Colombia; Peru",1989,1989-08-24 to 1989-09-18,0,0,16,8,0,16,0,0,"11; 18; 2; 3; 38; 39; 40; 46; 49; 57; 59; 64; 66; 7; 8",Restricted - Possibly,2001-0434-F,FRUS-style ready,,,"1989-09-18 - High - Request for Meeting with the President for U.S.; High - TALKING POINTS FOR GENERAL SCOWCROFT’S MEETING WITH THE CABINET Background; 1989-08-28 - High - PARTICIPANTS:; High - TALKING POINTS FOR CONGRESSIONAL NOTIFICATION OF MILITARY ASSISTANCE FOR COLOMBIA President Barco is moving very aggressively against the; 1989-09-11 - High - President Barco’s Letter on Coffee; 1989-08-29 - High - Memorandum of Telephone Conversation with; High - Meeting with Presic Barco of Colombia; 1989-09-02 - High - To: BRENT SCOWCROFT 07; ); From: RICHARD LAMAGNA; Medium - From Eric Melby to; Medium - From David Miller to; 1989-08-29 - Medium - Transmittal of Memorandum of Conversation of the; Medium - Letter to President Barco",,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.",https://catalog.archives.gov/id/470766566,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-009.pdf,https://catalog.archives.gov/id/376217847,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00195, CF00195-009, Colombia - January 20, 1989-December 31, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2001-0434-F.","CF00195-009; Colombia - January 20, 1989-December 31, 1989 [3]; Latin American Affairs Directorate Subject Files"
14,Critical,Critical,95,Latin American Directorate Chronological Files,George H.W. Bush Library,Latin American Directorate Chronological Files,Latin American Directorate Chronological Files,CF00302-018,"September 16, 1989-September 30, 1989 [2]",CF00302-018,470766455,2197972,Print-candidate lead,"Argentina; Chile; Colombia",1989,1989-08-28 to 1989-09-27,0,0,13,8,0,13,0,0,"34; 35; 36; 4; 49; 50; 53; 63; 82; 83; 91; 93; 98",Restricted - Possibly,2015-0017-S,FRUS-style ready,,,"1989-09-27 - High - Press Release Announcing Colombian President; 1989-09-26 - High - Presidential Meeting with Colombian President; High - TALKING POINTS ee: | |; High - TALKING POINTS FOR THE PRESIDENT'S INAUGURATION OF THE PRESIDENTIAL ELECTION MONITORING COMMISSION; 1989-09-27 - High - Memorandum of Conversation with President; 1989-09-27 - High - Meeting with President Carlos Menem of; High - Proposed Press Release Announcing Colombian; 1989-09-26 - High - Memorandum of Telephone Conversation with; 1989-09-27 - Medium - Executive Secretary; Medium - Memorandum of Telephone Conversation with; 1989-09-26 - Medium - Telephone Conversation with President; Medium - TALKING POINTS I am sympathetic to the effect of the lapse of the i coffee agreement on Colombia's economy, especially in ‘",,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.",https://catalog.archives.gov/id/470766455,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-018.pdf,https://catalog.archives.gov/id/2197972,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-018, September 16, 1989-September 30, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.","CF00302-018; Latin American Directorate Chronological Files; September 16, 1989-September 30, 1989 [2]"
15,Critical,Critical,89,Latin American Directorate Chronological Files,George H.W. Bush Library,Latin American Directorate Chronological Files,Latin American Directorate Chronological Files,CF00303-010,"November 1, 1989-November 15, 1989 [2]",CF00303-010,470766467,2197972,Print-candidate lead,"Argentina; Brazil; Colombia; Paraguay; Venezuela",1989,1989-10-30 to 1989-11-08,0,0,12,8,0,12,0,0,"120; 121; 15; 21; 42; 65; 66; 77; 89; 90; 91; 92",Restricted - Possibly,2015-0017-S,FRUS-style ready,,,"1989-10-30 - High - Telephone Conversation with President Barco; 1989-11-06 - High - Letter to Brazilian State Representative; 1989-11-01 - High - Summary of Main Points in the President’s; High - Sea Search-Armada Case; 1989-11-08 - High - Meeting with the President; 1989-11-03 - High - Memorandum of Telephone Conversation with; 1989-11-01 - High - Memorandum of Telephone Conversation with; 1989-11-01 - High - Telephone Conversation with Venezuelan; Medium - President’s Letter to; Medium - Status of the Orlando Bosch Case; Medium - Memorandum of Telephone Conversation with; 1989-11-01 - Reference - Status of Sea Search-Armada Case",,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.",https://catalog.archives.gov/id/470766467,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-010.pdf,https://catalog.archives.gov/id/2197972,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-010, November 1, 1989-November 15, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.","CF00303-010; Latin American Directorate Chronological Files; November 1, 1989-November 15, 1989 [2]"
16,Critical,Critical,86,Latin American Directorate Chronological Files,George H.W. Bush Library,Latin American Directorate Chronological Files,Latin American Directorate Chronological Files,CF00301-018,"June 1, 1989-June 30, 1989 [3]",CF00301-018,470766435,2197972,Print-candidate lead,"Argentina; Brazil; Ecuador; Guyana; Venezuela",1989,1989-03-27 to 1989-06-19,0,0,10,8,0,10,0,0,"15; 26; 27; 3; 31; 44; 47; 74; 78; 80",Restricted - Possibly,2015-0017-S,FRUS-style ready,,,"1989-06-15 - High - Presidential Response to a Letter on Panama from; 1989-06-16 - High - Reply to Letter from G. Evan Bybee Expressing; 1989-06-15 - High - Response to Letter from Representative Newt; 1989-06-19 - High - President's Meeting with Président Desmond Hoyte of Guyana (4; 1989-06-19 - High - Memorandum of the President’s Conversation with; 1989-06-19 - High - The President’s Meeting with President |; 1989-06-16 - High - Meeting with Guyanese President Hugh Desmond Hoyte,; High - TALKING POINTS FOR THE PRESIDENT'S MEETING WITH HOYTE; 1989-06-13 - Medium - Alerting NSCS on Presidential; 1989-03-27 - Medium - Welch Trip, System Log 4827",,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.",https://catalog.archives.gov/id/470766435,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-018.pdf,https://catalog.archives.gov/id/2197972,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-018, June 1, 1989-June 30, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.","CF00301-018; June 1, 1989-June 30, 1989 [3]; Latin American Directorate Chronological Files"
17,Critical,Critical,89,Latin American Directorate Chronological Files,George H.W. Bush Library,Latin American Directorate Chronological Files,Latin American Directorate Chronological Files,CF00302-019,"September 16, 1989-September 30, 1989 [3]",CF00302-019,470766456,2197972,Print-candidate lead,"Argentina; Paraguay; Venezuela",1989,1989-09-19 to 1989-09-25,0,0,8,8,0,8,0,0,"18; 33; 59; 60; 7; 71; 72; 79",Restricted - Possibly,2015-0017-S,FRUS-style ready,,,"1989-09-20 - High - State Department Proposed Presidential Letter to; 1989-09-19 - High - Letter to Venezuelan President on Nicaragua; 1989-09-25 - High - Presidential Meeting with Argentine President; 1989-09-25 - High - Briefing Materials for the President's Meeting with; 1989-09-20 - High - Request of Alberto Kohan, Chief of Staff to; 1989-09-20 - High - Request from Paraguayan President Rodriguez to Meet; 1989-09-21 - High - Letter to the President from U.S. Families in; High - Letter to the President from U.S. Families Facing",,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.",https://catalog.archives.gov/id/470766456,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-019.pdf,https://catalog.archives.gov/id/2197972,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-019, September 16, 1989-September 30, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.","CF00302-019; Latin American Directorate Chronological Files; September 16, 1989-September 30, 1989 [3]"
18,Critical,Critical,95,Latin American Affairs Directorate Subject Files,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,Latin American Affairs Directorate Subject Files,CF00189-003,Andean [Drug] Summit 1989 [2],CF00189-003,470766476,376217847,Print-candidate lead,"Bolivia; Colombia; Peru",1989,1989-10-29 to 1989-12-04,0,0,10,7,0,10,0,0,"2; 22; 3; 37; 4; 50; 91",Restricted - Possibly,2015-0017-S,FRUS-style ready,,,"High - ABOVE AND THE TALKING POINTS IN PARAS 4-114 AMBASSADOR IS REQUESTED TO. SEEK A MEETING WITH PRESIDENT BARCO AT THE EARLIEST OPPORTUNITY TO SHARE OUR VIEWS OF WHAT THE SUMMIT IS; 1989-11-22 - High - Security Survey of Cartagena, Colombia; 1989-10-29 - High - S/S 8325137 8689; 1989-12-04 - High - Formal Acceptance of Andean Summit Invitations; High - To: PCC From:; High - To: PCC From:; 1989-12-04 - High - To: Robert Gates From: David Miller; Medium - To: President Garcia From: President; Medium - To: President Paz From: President; 1989-11-25 - Reference - Re: Discussion",,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.",https://catalog.archives.gov/id/470766476,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-003.pdf,https://catalog.archives.gov/id/376217847,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-003, Andean [Drug] Summit 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.","Andean [Drug] Summit 1989 [2]; CF00189-003; Latin American Affairs Directorate Subject Files"
19,Critical,Critical,89,Latin American Directorate Chronological Files,George H.W. Bush Library,Latin American Directorate Chronological Files,Latin American Directorate Chronological Files,CF00302-012,"August 16, 1989-August 31, 1989 [2]",CF00302-012,470766449,2197972,Print-candidate lead,"Brazil; Colombia; Paraguay; Uruguay; Venezuela",1989,1989-08-21 to 1989-08-23,0,0,10,7,0,10,0,0,"34; 53; 55; 62; 63; 64; 67; 68; 76; 77",Restricted - Possibly,2015-0017-S,FRUS-style ready,,,"1989-08-22 - High - Telephone Conversation with Carlos; 1989-08-23 - High - Colombian Coffee Complaint; 1989-08-22 - High - Memorandum of Telephone Conversation with; 1989-08-22 - High - Talking Points for Telephone Conversations with; 1989-08-22 - High - Telephone Calls to President Carlos Andres Perez; 1989-08-22 - High - Message from President to Prime Minister Manley; High - Message to Prime Minister Manley; 1989-08-21 - Medium - To: J. STAPLETON ROY; 1989-08-21 - Medium - Telephone Conversation with Virgilio Barco; 1989-08-23 - Medium - Transmittal of Memorandum of Conversation of the",,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.",https://catalog.archives.gov/id/470766449,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-012.pdf,https://catalog.archives.gov/id/2197972,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-012, August 16, 1989-August 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.","August 16, 1989-August 31, 1989 [2]; CF00302-012; Latin American Directorate Chronological Files"
20,Critical,Critical,87,Latin American Affairs Directorate Subject Files,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,Latin American Affairs Directorate Subject Files,CF00194-014,"Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [2]",CF00194-014,470766551,376217847,Print-candidate lead,Peru,1989,1989-06-05 to 1989-08-11,0,0,8,7,0,8,0,0,"15; 18; 2; 5; 56; 57; 9",Restricted - Possibly,2015-0017-S,FRUS-style ready,,,"1989-06-05 - High - Letters for Families of Victims Killed in Peru on; 1989-08-11 - High - Domestic Policy Council Meeting with the; High - To: the President.; 1989-06-07 - High - Letters to wamirioo ey of Peru Victims and Phone Call; n.d. - High - To: Distribution list From: Philip Hughes; 1989-08-08 - High - Sixteenth Meeting of the Domestic Policy Council,; 1989-08-07 - High - Deputies Committee Meeting Notification; 1989-08-08 - Medium - To: Robert Gates From: Rich Lamagna",,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.",https://catalog.archives.gov/id/470766551,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00194-014.pdf,https://catalog.archives.gov/id/376217847,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00194, CF00194-014, Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.","CF00194-014; Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [2]; Latin American Affairs Directorate Subject Files"
21,Critical,High,68,Latin American Directorate Chronological Files,George H.W. Bush Library,Latin American Directorate Chronological Files,Latin American Directorate Chronological Files,CF00300-008,"February 1, 1989-March 1, 1989 [4]",CF00300-008,470766409,2197972,Print-candidate lead,"Argentina; Brazil; Ecuador",1989,1989-02-08 to 1989-05-14,0,0,7,7,0,7,0,0,"28; 29; 31; 36; 37; 39; 56",Restricted - Possibly,2015-0017-S,FRUS-style ready,,,"1989-05-14 - High - Letter to President Alfonsin of Argentina; 1989-02-09 - High - Letter from President Alfonsin Requesting; 1989-02-10 - High - Presidential Letter to Brazilian President Sarney; High - Letter to President Sarney of Brazil; 1989-02-09 - High - Suggested Reply to Letter from President Sarney; 1989-02-10 - High - Presidential Letter to Argentine President; 1989-02-08 - High - Memorandum of Conversation Between the President",,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.",https://catalog.archives.gov/id/470766409,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-008.pdf,https://catalog.archives.gov/id/2197972,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-008, February 1, 1989-March 1, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.","CF00300-008; February 1, 1989-March 1, 1989 [4]; Latin American Directorate Chronological Files"
22,Critical,Critical,87,Latin American Directorate Chronological Files,George H.W. Bush Library,Latin American Directorate Chronological Files,Latin American Directorate Chronological Files,CF00302-015,"September 1, 1989-September 15, 1989 [1]",CF00302-015,470766452,2197972,Print-candidate lead,"Argentina; Colombia; Peru; Uruguay",1989,1989-09-06 to 1989-09-15,0,0,7,7,0,7,0,0,"10; 38; 50; 52; 91; 92; 97",Restricted - Possibly,2015-0017-S,FRUS-style ready,,,"1989-09-13 - High - Meeting with Amnesty International CHRON; 1989-09-07 - High - Vargas Llosa; 1989-09-13 - High - Presidential Meeting with Uruguayan President; 1989-09-06 - High - ‘ Request for an Appointmeht for U.S. Ambassador; 1989-09-15 - High - Request for the President to Meet with; High - Appointment Request for Peruvian Candidate; 1989-09-12 - High - Briefing Materials for the President's Meeting 1",,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.",https://catalog.archives.gov/id/470766452,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-015.pdf,https://catalog.archives.gov/id/2197972,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-015, September 1, 1989-September 15, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.","CF00302-015; Latin American Directorate Chronological Files; September 1, 1989-September 15, 1989 [1]"
23,Critical,Critical,95,Latin American Directorate Chronological Files,George H.W. Bush Library,Latin American Directorate Chronological Files,Latin American Directorate Chronological Files,CF00302-003,"July 1, 1989-July 15, 1989 [3]",CF00302-003,470766440,2197972,Print-candidate lead,"Argentina; Bolivia; Colombia",1989,1989-06-30 to 1989-07-06,0,0,11,6,0,11,0,0,"21; 22; 24; 27; 28; 29; 44; 45; 47; 48; 49",Restricted - Possibly,2015-0017-S,FRUS-style ready,,,"1989-07-05 - High - Letter from President Bush to Argentine President; High - Recommendation for the Vice President's Travel to; High - Talking Points for the President SONSTBENTIA DECL: OADR; High - Letter from You to Argentine President Menem; 1989-07-03 - High - Argentine President-elect Carlos Menem; 1989-06-30 - High - Vice President’s Trip to South America; Medium - TALKING POINTS FOR THE PRESIDENT: -- The United States appreciates the tough policies that your government has carried out in order to get Bolivia's; 1989-07-03 - Medium - Bolivian President Paz Estenssoro’s Request for; Medium - Bolivian President Paz Estenssoro’s Request for; 1989-07-06 - Medium - Talking Points for Possible Telephone Call by; Medium - Assistance to Don vannerson",,"Start here: verify high-priority OCR leads against page images, then compare with country chronology and gap audit.",https://catalog.archives.gov/id/470766440,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-003.pdf,https://catalog.archives.gov/id/2197972,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-003, July 1, 1989-July 15, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.","CF00302-003; July 1, 1989-July 15, 1989 [3]; Latin American Directorate Chronological Files"
