source_note_status,source_note_review_flags,compiler_action,record_class,primary_chapter_country,countries,sort_date,display_date,volume_date_scope,document_type,title,source_note_model,source_note,provenance_note,repository,record_group_or_collection,office_or_collection,series,subseries_or_file_group,oa_or_local_identifier,folder_or_source_title,record_naid,series_or_folder_naid,page_count_or_range,release_or_access_status,foia_or_processing,pdf_url,catalog_or_details_url,page_link,record_id
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1990-03-23,3/23/1990,Volume date range,Presidential Daily Diary,[Presidential Daily Diary] 3/23/1990,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 3/23/1990. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12821-019,[Presidential Daily Diary] 3/23/1990,415890452,186322,,Restricted - Possibly,,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-03_23_90-12821-019_415890452.pdf,https://catalog.archives.gov/id/415890452,,daily-diary-415890452
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1990-04-09,4/9/1990,Volume date range,Presidential Daily Backup,[Presidential Daily Backup] 4/9/1990,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 4/9/1990. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12823-012,[Presidential Daily Backup] 4/9/1990,415890487,186322,,Restricted - Possibly,,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-04_09_90-12823-012_415890487.pdf,https://catalog.archives.gov/id/415890487,,daily-diary-415890487
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1990-04-30,4/30/1990,Volume date range,Presidential Daily Diary,[Presidential Daily Diary] 4/30/1990,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 4/30/1990. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12825-009,[Presidential Daily Diary] 4/30/1990,415890528,186322,,Restricted - Possibly,,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-04_30_90-12825-009_415890528.pdf,https://catalog.archives.gov/id/415890528,,daily-diary-415890528
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1990-05-06,5/6/1990,Volume date range,Presidential Daily Backup,[Presidential Daily Backup] 5/6/1990,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 5/6/1990. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12826-006,[Presidential Daily Backup] 5/6/1990,415890541,186322,,Restricted - Possibly,,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-05_06_90-12826-006_415890541.pdf,https://catalog.archives.gov/id/415890541,,daily-diary-415890541
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,"Brazil; Uruguay",1990-06-06,6/6/1990,Volume date range,Presidential Daily Backup,[Presidential Daily Backup] 6/6/1990,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 6/6/1990. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12828-028,[Presidential Daily Backup] 6/6/1990,415890603,186322,,Restricted - Possibly,,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-06_06_90-12828-028_415890603.pdf,https://catalog.archives.gov/id/415890603,,daily-diary-415890603
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1990-06-06,6/6/1990,Volume date range,Presidential Daily Diary,[Presidential Daily Diary] 6/6/1990,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 6/6/1990. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12828-027,[Presidential Daily Diary] 6/6/1990,415890602,186322,,Restricted - Possibly,,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-06_06_90-12828-027_415890602.pdf,https://catalog.archives.gov/id/415890602,,daily-diary-415890602
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1990-06-27,6/27/1990,Volume date range,Presidential Daily Diary,[Presidential Daily Diary] 6/27/1990,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 6/27/1990. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12830-019,[Presidential Daily Diary] 6/27/1990,415890644,186322,,Restricted - Possibly,,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-06_27_90-12830-019_415890644.pdf,https://catalog.archives.gov/id/415890644,,daily-diary-415890644
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,"Brazil; Uruguay",1990-07-12,7/12/1990,Volume date range,Presidential Daily Backup,[Presidential Daily Backup] 7/12/1990,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 7/12/1990. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12832-002,[Presidential Daily Backup] 7/12/1990,415890675,186322,,Restricted - Possibly,,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-07_12_90-12832-002_415890675.pdf,https://catalog.archives.gov/id/415890675,,daily-diary-415890675
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,"Brazil; Venezuela",1990-09-30,9/30/1990,Volume date range,Presidential Daily Diary,[Presidential Daily Diary] 9/30/1990,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 9/30/1990. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12838-001,[Presidential Daily Diary] 9/30/1990,415890834,186322,,Restricted - Possibly,,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-09_30_90-12838-001_415890834.pdf,https://catalog.archives.gov/id/415890834,,daily-diary-415890834
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1990-12-01,12/1/1990,Volume date range,Presidential Daily Backup,[Presidential Daily Backup] 12/1/1990,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 12/1/1990. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12843-022,[Presidential Daily Backup] 12/1/1990,415890961,186322,,Restricted - Possibly,,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-12_01_90-12843-022_415890961.pdf,https://catalog.archives.gov/id/415890961,,daily-diary-415890961
Supporting reference,empty_folder,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1990-12-03,12/3/1990,Volume date range,Presidential Daily Diary,[Presidential Daily Diary] 12/3/1990 [EMPTY],Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 12/3/1990 [EMPTY]. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12843-025,[Presidential Daily Diary] 12/3/1990 [EMPTY],415890964,186322,,Empty folder,,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-12_03_90-12843-025_415890964.pdf,https://catalog.archives.gov/id/415890964,,daily-diary-415890964
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1991-01-25,1/25/1991,Volume date range,Presidential Daily Backup,[Presidential Daily Backup] 1/25/1991,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 1/25/1991. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12847-020,[Presidential Daily Backup] 1/25/1991,415891071,186322,,Restricted - Possibly,,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-01_25_91-12847-020_415891071.pdf,https://catalog.archives.gov/id/415891071,,daily-diary-415891071
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,"Brazil; Colombia",1991-02-19,2/19/1991,Volume date range,Presidential Daily Backup,[Presidential Daily Backup] 2/19/1991,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 2/19/1991. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12849-010,[Presidential Daily Backup] 2/19/1991,415891121,186322,,Restricted - Possibly,,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-02_19_91-12849-010_415891121.pdf,https://catalog.archives.gov/id/415891121,,daily-diary-415891121
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1991-02-19,2/19/1991,Volume date range,Presidential Daily Diary,[Presidential Daily Diary] 2/19/1991,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 2/19/1991. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12849-009,[Presidential Daily Diary] 2/19/1991,415891120,186322,,Restricted - Possibly,,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/56/1863/186356/content/arcmedia/media/images/40/22/40-2184a.gif,https://catalog.archives.gov/id/415891120,,daily-diary-415891120
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,"Brazil; Uruguay",1991-05-21,5/21/1991,Volume date range,Presidential Daily Backup,[Presidential Daily Backup] 5/21/1991,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 5/21/1991. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12858-008,[Presidential Daily Backup] 5/21/1991,415891303,186322,,Restricted - Possibly,,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-05_21_91-12858-008_415891303.pdf,https://catalog.archives.gov/id/415891303,,daily-diary-415891303
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1991-06-12,6/12/1991,Volume date range,Presidential Daily Backup,[Presidential Daily Backup] 6/12/1991,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 6/12/1991. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12860-010,[Presidential Daily Backup] 6/12/1991,415891348,186322,,Restricted - Possibly,,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-06_12_91-12860-010_415891348.pdf,https://catalog.archives.gov/id/415891348,,daily-diary-415891348
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,"Brazil; Uruguay",1991-06-15,6/15/1991,Volume date range,Presidential Daily Backup,[Presidential Daily Backup] 6/15/1991,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 6/15/1991. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12860-016,[Presidential Daily Backup] 6/15/1991,415891354,186322,,Restricted - Possibly,,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-06_15_91-12860-016_415891354.pdf,https://catalog.archives.gov/id/415891354,,daily-diary-415891354
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1991-06-18,6/18/1991,Volume date range,Presidential Daily Diary,[Presidential Daily Diary] 6/18/1991,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 6/18/1991. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12861-003,[Presidential Daily Diary] 6/18/1991,415891359,186322,,Restricted - Possibly,,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-06_18_91-12861-003_415891359.pdf,https://catalog.archives.gov/id/415891359,,daily-diary-415891359
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1991-09-06,9/6/1991,Volume date range,Presidential Daily Diary,[Presidential Daily Diary] 9/6/1991,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 9/6/1991. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12866-039,[Presidential Daily Diary] 9/6/1991,415891519,186322,,Restricted - Possibly,,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-09_06_91-12866-039_415891519.pdf,https://catalog.archives.gov/id/415891519,,daily-diary-415891519
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1991-09-23,9/23/1991,Volume date range,Presidential Daily Backup,[Presidential Daily Backup] 9/23/1991,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 9/23/1991. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12868-010,[Presidential Daily Backup] 9/23/1991,415891554,186322,,Restricted - Possibly,,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-09_23_91-12868-010_415891554.pdf,https://catalog.archives.gov/id/415891554,,daily-diary-415891554
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1991-09-23,9/23/1991,Volume date range,Presidential Daily Diary,[Presidential Daily Diary] 9/23/1991,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 9/23/1991. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12868-009,[Presidential Daily Diary] 9/23/1991,415891553,186322,,Restricted - Possibly,,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-09_23_91-12868-009_415891553.pdf,https://catalog.archives.gov/id/415891553,,daily-diary-415891553
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1991-12-03,12/3/1991,Volume date range,Presidential Daily Backup,[Presidential Daily Backup] 12/3/1991,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 12/3/1991. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12875-006,[Presidential Daily Backup] 12/3/1991,415891699,186322,,Restricted - Possibly,,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-12_03_91-12875-006_415891699.pdf,https://catalog.archives.gov/id/415891699,,daily-diary-415891699
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1992-03-25,3/25/1992,Volume date range,Presidential Daily Backup,[Presidential Daily Backup] 3/25/1992,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 3/25/1992. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12885-006,[Presidential Daily Backup] 3/25/1992,415891927,186322,,Restricted - Possibly,,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-03_25_92-12885-006_415891927.pdf,https://catalog.archives.gov/id/415891927,,daily-diary-415891927
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1992-03-25,3/25/1992,Volume date range,Presidential Daily Diary,[Presidential Daily Diary] 3/25/1992,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 3/25/1992. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12885-005,[Presidential Daily Diary] 3/25/1992,415891926,186322,,Restricted - Possibly,,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-03_25_92-12885-005_415891926.pdf,https://catalog.archives.gov/id/415891926,,daily-diary-415891926
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1992-04-27,4/27/1992,Volume date range,Presidential Daily Diary,[Presidential Daily Diary] 4/27/1992,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 4/27/1992. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12888-003,[Presidential Daily Diary] 4/27/1992,415891992,186322,,Restricted - Possibly,,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-04_27_92-12888-003_415891992.pdf,https://catalog.archives.gov/id/415891992,,daily-diary-415891992
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1992-05-01,5/1/1992,Volume date range,Presidential Daily Backup,[Presidential Daily Backup] 5/1/1992,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 5/1/1992. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12888-013,[Presidential Daily Backup] 5/1/1992,415892002,186322,,Restricted - Possibly,,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-05_01_92-12888-013_415892002.pdf,https://catalog.archives.gov/id/415892002,,daily-diary-415892002
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1992-05-01,5/1/1992,Volume date range,Presidential Daily Diary,[Presidential Daily Diary] 5/1/1992,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 5/1/1992. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12888-012,[Presidential Daily Diary] 5/1/1992,415892001,186322,,Restricted - Possibly,,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-05_01_92-12888-012_415892001.pdf,https://catalog.archives.gov/id/415892001,,daily-diary-415892001
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1992-05-12,5/12/1992,Volume date range,Presidential Daily Diary,[Presidential Daily Diary] 5/12/1992,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 5/12/1992. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12890-001,[Presidential Daily Diary] 5/12/1992,415892023,186322,,Restricted - Possibly,,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-05_12_92-12890-001_415892023.pdf,https://catalog.archives.gov/id/415892023,,daily-diary-415892023
Supporting reference,,"Use as schedule and backup-material evidence for timing, calls, meetings, and support packets.",Daily diary/backup reference,Brazil,Brazil,1992-06-01,6/1/1992,Volume date range,Presidential Daily Backup,[Presidential Daily Backup] 6/1/1992,Supporting Daily Diary and backup-material source citation,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 6/1/1992. Access restriction: Restricted - Possibly.",,George H.W. Bush Library,Bush Presidential Records,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,,12891-022,[Presidential Daily Backup] 6/1/1992,415892065,186322,,Restricted - Possibly,,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-06_01_92-12891-022_415892065.pdf,https://catalog.archives.gov/id/415892065,,daily-diary-415892065
