person_name,description,included_reasons,authority_name_collision_count,authority_name_collisions,match_caution,has_site_evidence,site_evidence_total,verified_participant_record_count,print_candidate_mention_count,public_statement_mention_count,daily_diary_reference_mention_count,countries,first_verified_record_date,latest_verified_record_date,verified_record_titles,print_candidate_mentions,public_statement_mentions,daily_diary_reference_mentions,name_variants_used,source_entry,person_id
"Brady, Nicholas Frederick","Secretary of the Treasury until January 17, 1993","Core U.S. principal for Bush 41 South America records; Name appears in site record metadata or OCR candidate text",0,,,yes,11,0,10,1,0,"Argentina; Venezuela",,,,"April 1, 1989 - High - Meeting with President Carlos Andres Perez of; April 1, 1989 - High - Meeting with President Carlos Andres Perez of; April 1, 1989 - High - Meeting with President Carlos Perez of; April 1, 1989 - High - Meeting with President Carlos Perez of; April 1, 1989 - High - Meeting with President Carlos Perez of; September 27, 1989 - High - Meeting with President Carlos Menem of; September 27, 1989 - High - Meeting with President Carlos Menem of; 6/11/90 - High - From Meg Lundsager to Brent Scowcroft Re: Briefing Memo on Debt for the President; 6/14/90 - High - From Nicholas Brady to POTUS Re: The Role of Official Debt Relief in an Economic Initiative for Latin America; High - From Nicholas Brady to POTUS Re: Latin America Debt Reduction Proposal",1989-04-01 - Statement by Press Secretary Fitzwater on President Bush's Meeting With President Carlos Andres Perez of Venezuela,,"brady nicholas frederick; nicholas brady; nicholas frederick brady","Brady, Nicholas Frederick, Secretary of the Treasury until January 17, 1993",brady-nicholas-frederick
"Brayshaw, Charles H.","Deputy Chief of Mission, U.S. Embassy in Algiers [1989, 1990]; Deputy Chief of Mission, U.S. Embassy in Beirut [1990, 1991]; Deputy Chief of Mission, U.S. Embassy in Lima [1991, 1992]; Charge d’Affaires ad interim in Lima from September 1, 1992",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"brayshaw charles h; charles brayshaw; charles h brayshaw","Brayshaw, Charles H., Deputy Chief of Mission, U.S. Embassy in Algiers [1989, 1990]; Deputy Chief of Mission, U.S. Embassy in Beirut [1990, 1991]; Deputy Chief of Mission, U.S. Embassy in Lima [1991, 1992]; Charge d’Affaires ad interim in Lima from September 1, 1992",brayshaw-charles-h
"Brennan, Kevin C.","Commercial Counselor, U.S. Embassy in Brasilia [1989-1992]; Commercial Counselor, U.S. Embassy in Riyadh [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"brennan kevin c; kevin brennan; kevin c brennan","Brennan, Kevin C., Commercial Counselor, U.S. Embassy in Brasilia [1989-1992]; Commercial Counselor, U.S. Embassy in Riyadh [1992]",brennan-kevin-c
"Brock, Samuel V.","Administrative Counselor, U.S. Embassy in Praia [1989]; Political Adviser, U.S. Mission to the Organization of American States, Bureau of Inter-American Affairs, Department of State [1989]; Office of UN Political Affairs, Office of the Deputy Assistant Secretary for UN Political Affairs, Bureau of International Organization Affairs, Department of State [1991]; Administrative Counselor, U.S. Embassy in Algiers [1992]",Senior regional-policy role,0,,,no,0,0,0,0,0,,,,,,,,"brock samuel v; samuel brock; samuel v brock","Brock, Samuel V., Administrative Counselor, U.S. Embassy in Praia [1989]; Political Adviser, U.S. Mission to the Organization of American States, Bureau of Inter-American Affairs, Department of State [1989]; Office of UN Political Affairs, Office of the Deputy Assistant Secretary for UN Political Affairs, Bureau of International Organization Affairs, Department of State [1991]; Administrative Counselor, U.S. Embassy in Algiers [1992]",brock-samuel-v
"Brown, Richard C.","Deputy Assistant Secretary of Defense for Inter-American Affairs from 1989 until 1990; Special Adviser for International Security Affairs, Department of Defense during 1990; U.S. Ambassador to Uruguay from November 19, 1990","South America country or capital in name authority entry; Senior regional-policy role",0,,,yes,1,0,0,1,0,Uruguay,,,,,1990-06-13 - Nomination of Richard C. Brown To Be United States Ambassador to Uruguay,,"brown richard c; richard brown; richard c brown","Brown, Richard C., Deputy Assistant Secretary of Defense for Inter-American Affairs from 1989 until 1990; Special Adviser for International Security Affairs, Department of Defense during 1990; U.S. Ambassador to Uruguay from November 19, 1990",brown-richard-c
"Buelow, Judy M.","South America Division, Office of Analysis for Inter-American Affairs, Bureau of Intelligence and Research, Department of State [1989-1990]; Political Counselor, U.S. Embassy in Maputo [1990, 1991]; Labor Attache, U.S. Embassy in Montevideo [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"buelow judy m; judy buelow; judy m buelow","Buelow, Judy M., South America Division, Office of Analysis for Inter-American Affairs, Bureau of Intelligence and Research, Department of State [1989-1990]; Political Counselor, U.S. Embassy in Maputo [1990, 1991]; Labor Attache, U.S. Embassy in Montevideo [1991, 1992]",buelow-judy-m
"Burns, James D.","Public Affairs Officer, U.S. Embassy in Georgetown [1989-1991]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"burns james d; james burns; james d burns","Burns, James D., Public Affairs Officer, U.S. Embassy in Georgetown [1989-1991]",burns-james-d
"Burton, Guy","Branch Public Affairs Officer, U.S. Consulate at Barcelona [1989-1992]; Public Affairs Officer, U.S. Embassy in Quito [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"burton guy; guy burton","Burton, Guy, Branch Public Affairs Officer, U.S. Consulate at Barcelona [1989-1992]; Public Affairs Officer, U.S. Embassy in Quito [1992]",burton-guy
"Busby, Morris D.","Special Envoy for Central America until April 1989; Coordinator for Counter-Terrorism, Department of State, from May 1, 1989, until July 24, 1991; U.S. Ambassador to Colombia from September 18, 1991",South America country or capital in name authority entry,0,,,yes,1,0,0,1,0,Colombia,,,,,1991-05-15 - Nomination of Morris D. Busby To Be United States Ambassador to Colombia,,"busby morris d; morris busby; morris d busby","Busby, Morris D., Special Envoy for Central America until April 1989; Coordinator for Counter-Terrorism, Department of State, from May 1, 1989, until July 24, 1991; U.S. Ambassador to Colombia from September 18, 1991",busby-morris-d
"Bush, George Herbert Walker","President of the United States from January 20, 1989, until January 20, 1993","Core U.S. principal for Bush 41 South America records; Name appears in site record metadata or OCR candidate text",0,,,yes,303,126,102,75,0,"Argentina; Bolivia; Brazil; Chile; Colombia; Ecuador; Guyana; Paraguay; Peru; Suriname; Uruguay; Venezuela",1989-01-23,1992-12-01,"1989-01-23 - Telcon - Telephone Call from the President to President Alfonsin of Argentina, January 23, 1989; 1989-01-24 - Telcon - Memorandum of Conversation Between the President and President-Elect Carlos Andres Perez of Venezuela, January 24, 1989; 1989-02-25 - Memcon - President's Meeting with President Jose Sarney of Brazil, February 25, 1989; 1989-03-03 - Telcon - The President's Telephone Conversation with President Carlos Andres Perez of Venezuela on March 3, 1989; 1989-03-08 - Telcon - President's Telephone Call to Colombian President Barco, March 8, 1989; 1989-04-01 - Memcon - Meeting with President Carlos Andres Perez of Venezuela, April 1, 1989; 1989-04-14 - Telcon - The President's Telephone Conversation with President Barco of Colombia, April 14, 1989; 1989-05-10 - Telcon - Telephone Call with Carlos Andres Perez of Venezuela, May 10, 1989; 1989-05-13 - Telcon - Presidential Telephone Calls to Presidents Sanguinetti, Alfonsin, and Garcia on May 13 (2 of 2); 1989-05-13 - Telcon - Telephone Conversation with President Alan Garcia of Peru, May 13, 1989; 1989-05-13 - Telcon - The President's Telephone Conversation with Argentine President Raul Alfonsin, May 13, 1989; 1989-05-13 - Telcon - The President's Telephone Conversation with President Sanguinetti of Uruguay, May 13, 1989 (1 of 2); 1989-05-16 - Telcon - Telcon with President Barco of Colombia, May 16, 1989; 1989-05-17 - Telcon - Telcon with President Sarney of Brazil, May 17, 1989; 1989-05-31 - Telcon - Telephone Conversation Between the President and President Barco of Colombia; 1989-06-19 - Memcon - The President's Meeting with President Desmond Hoyte of Guyana, June 19, 1989; 1989-06-23 - Telcon - The President's Telephone Conversation with President Carlos Andres Perez of Venezuela, June 23, 1989; 1989-07-07 - Telcon - Telephone Conversation with Victor Paz Estenssoro of Bolivia, July 7, 1989; 1989-08-21 - Telcon - Telephone Conversation with Virgilio Barco Vargas, President of Colombia; 1989-08-22 - Telcon - Telephone Conversation with Carlos Andres Perez, President of Venezuela; 1989-08-28 - Telcon - Telephone Conversation with Virgilio Barco Vargas, President of Colombia; 1989-09-15 - Memcon - Meeting with Uruguayan President Julio Maria Sanguinetti, September 15, 1989; 1989-09-25 - Memcon - Meeting with Jose Sarney, September 25, 1989; 1989-09-25 - Memcon - Meeting with Venezuelan President Carlos Andres Perez, September 25, 1989; 1989-09-26 - Telcon - Telephone Conversation with President Virgilio Barco of Colombia, September 26, 1989; 1989-09-27 - Memcon - Meeting with President Carlos Menem of Argentina; 1989-09-27 - Memcon - Meeting with President Carlos Menem of Argentina, September 27, 1989; 1989-09-28 - Memcon - Meeting with President Virgilio Barco of Colombia, September 28, 1989; 1989-10-30 - Telcon - Telephone Conversation with President Barco of Colombia, October 30, 1989; 1989-11-01 - Telcon - Telephone Conversation with Venezuelan President Carlos Andres Perez, November 1, 1989; 1989-11-27 - Telcon - Telephone Conversation with President Barco of Colombia, November 27, 1989; 1989-12-20 - Telcon - Telephone Conversation with President Barco of Colombia, December 20, 1989; 1989-12-20 - Telcon - Telephone Conversation with President Menem of Argentina, December 20, 1989; 1989-12-20 - Telcon - Telephone Conversation with President Perez of Venezuela, December 20, 1989; 1990-01-26 - Memcon - Meeting with Fernando Collor de Mello of Brazil, January 26, 1990; 1990-01-28 - Telcon - Telephone Conversation with President Barco of Colombia, January 28, 1990; 1990-02-05 - Memcon - Meeting with President-elect Luis Alberto Lacalle of Uruguay, February 5, 1990; 1990-02-15 - Memcon - Cartagena Drug Summit; 1990-02-26 - Telcon - Telephone conversation with President Carlos Andres Perez of Venezuela, February 26, 1990; 1990-03-01 - Telcon - Telephone conversation with President Carlos Menem of Argentina (U); 1990-03-01 - Telcon - Telephone conversation with President Carlos Menem of Argentina, March 1, 1990; 1990-03-21 - Telcon - Telephone conversation with President Carlos Andres Perez of Venezuela, March 21, 1990; 1990-03-23 - Telcon - Telephone conversation with President Fernando Collor of Brazil, March 23, 1990; 1990-03-30 - Telcon - PRESIDENT BUSH'S TELEPHONE CALL TO PRESIDENT AYLWIN, March 30, 1990; 1990-04-26 - Memcon - Meeting with Carlos Andres Perez of Venezuela, April 26, 1990; 1990-04-27 - Telcon - Telephone Conversation with President Virgilio Barco of Colombia, April 27, 1990; 1990-05-08 - Memcon - Meetihg with President Jaime Paz Zamora of Bolivia, May 8, 1990 (2 of 2); 1990-05-08 - Memcon - Meeting with President Jaime Paz Zamora of Bolivia, May 8, 1990 (1 of 2); 1990-06-05 - Memcon - Memorandum of Conversation with President Virgilio Barco of Colombia, June 5, 1990; 1990-06-06 - Telcon - Telephone Conversation with President Fernando Collor de Mello of Brazil, June 6, 1990; 1990-06-15 - Memcon - Meeting with Andres Rodriguez of Paraguay, June 15, 1990; 1990-06-28 - Telcon - Telephone Conversation with President Carlos Sail Menem of Argentina (VU); 1990-06-28 - Telcon - Telephone Conversation with President Carlos Saul Menem of Argentina, June 28, 1990; 1990-06-28 - Telcon - Telephone Conversation with President Fernando Collor de Mello of Brazil, June 28, 1990; 1990-06-28 - Telcon - Telephone Conversation with President Luis Alberto Lacalle of Uruguay, June 28, 1990; 1990-07-13 - Memcon - Meeting with President-Elect Gaviria of Colombia (U); 1990-07-13 - Memcon - Meeting with President-Elect Gaviria of Colombia, July 13, 1990; 1990-07-23 - Memcon - Meeting with President Rodrigo Borja of Ecuador, July 23, 1990 (1 of 2); 1990-07-23 - Memcon - Meeting with President Rodrigo Borja of Ecuador, July 23, 1990 (2 of 2); 1990-08-13 - Telcon - Telephone Conversation with President Carlos Andres Perez of Venezuela, August 13, 1990; 1990-09-29 - Memcon - Memorandum of Conversation with President Cesar Gaviria Trujillo of Colombia (UV); 1990-09-29 - Memcon - Memorandum of Conversation with President Cesar Gaviria Trujillo of Colombia, September 29, 1990; 1990-10-01 - Memcon - Meeting with President Carlos Andres Perez of Venezuela, October 1, 1990; 1990-10-01 - Memcon - Meeting with President Carlos Saul Menem of Argentina, October 1, 1990; 1990-10-01 - Memcon - Meeting with President Luis Alberto Lacalle of Uruguay, October 1, 1990; 1990-10-01 - Memcon - Memorandum of Conversation with President Collor of Brazil, October 1, 1990; 1990-10-02 - Memcon - Memorandum of Conversation with President Patricio Aylwin of Chile, October 2, 1990; 1990-11-23 - Telcon - Telephone Conversation -with President Gaviria of Colombia, November 23, 1990; 1990-11-23 - Telcon - Telephone Conversation with President Gaviria of Colombia (U); 1990-12-03 - Memcon - Meeting with President Fernando Col lor de Mello of Brazil, December 3, 1990; 1990-12-04 - Memcon - Meeting with Luis Alberto Lacalle of Uruguay, December 4, 1990; 1990-12-05 - Memcon - Luncheon with President Carlos Saul Menem of Argentina (U); 1990-12-05 - Memcon - Luncheon with President Carlos Saul Menem of Argentina, December 5, 1990; 1990-12-08 - Memcon - Memorandum of Conversation of Expanded Bilateral Meeting with President Carlos Andres Perez of Venezuela, December 8, 1990; 1991-01-14 - Telcon - Telephone conversation with President Carlos Menem of Argentina (U); 1991-01-14 - Telcon - Telephone conversation with President Carlos Menem of Argentina, January 14, 1991; 1991-01-16 - Telcon - Telephone Conversation with President Luis Alberto Lacalle of Uruguay, January 16, 1991; 1991-01-19 - Telcon - Telephone conversation with President Carlos Menem of Argentina (U); 1991-01-19 - Telcon - Telephone Conversation with President Carlos Menem of Argentina, January 19, 1991; 1991-01-31 - Telcon - Telephone ccmversation with President Andres Rodriguez of Paraguay, January 31, 1991; 1991-02-08 - Memcon - Meeting with Foreign Minister Guido Di Tella of Argentina, February 8, 1991; 1991-02-08 - Telcon - Telephone conversation with President Carlos Andres Perez of Venezuela, February 8, 1991; 1991-02-08 - Telcon - Telephone conversation with President Carlos Menem of Argentina (U); 1991-02-08 - Telcon - Telephone Conversation with President Carlos Menem of Argentina, February 8, 1991; 1991-02-26 - Memcon - Meeting with President Cesar Gaviria of Colombia (U); 1991-02-26 - Memcon - Meeting with President Cesar Gaviria of Colombia, February 26, 1991; 1991-03-04 - Telcon - Telephone conversation with President Menem of Argentina (U); 1991-03-04 - Telcon - Telephone Conversation with President Menem of Argentina, March 4, 1991; 1991-04-09 - Telcon - Telephone Conversation with President Carlos Andres Perez of Venezuela, April 9, 1991; 1991-04-20 - Telcon - Telcon with Carlos Andres Perez, President of Venezuela on April 20, 1991; 1991-05-03 - Memcon - Meeting with President Carlos Andres Perez of Venezuela, May 3, 1991; 1991-05-21 - Memcon - Meeting with President Luis Alberto Lacalle of Uruguay, May 21, 1991; 1991-06-18 - Memcon - Meeting with Fernando Collor de Mello, President of Brazil, June 18, 1991; 1991-06-20 - Telcon - Telcon with Cesar Gaviria Trujillo, President of Colombia, June 20, 1991; 1991-06-20 - Telcon - Telcon with Cesar Gaviria Trujillo, President of Colombia, June 20, 1991; 1991-08-20 - Telcon - Telcon with President Carlos Menem of Argentina on August 20, 1991; 1991-08-20 - Telcon - Telcon with President Carlos Menem of Argentina on August 20, 1991 (JU); 1991-09-05 - Telcon - Telcon with President Carlos Andres Perez of Venezuela on september 5, 1991; 1991-09-17 - Memcon - Luncheon with Alberto Fujimori, President of Peru, September 17, 1991 (2 of 2); 1991-09-17 - Memcon - Meeting with Alberto Fujimori, President of Peru, September 17, 1991 (1 of 2); 1991-09-23 - Memcon - Meeting with Fernando Collor de Mello, President of the Federative Republic of Brazil at UNGA, Waldorf Astoria Hotel, New York; 1991-09-24 - Memcon - Meeting with Carlos Andres Perez, President of the Republic of Venezuela at UNGA, Waldorf Astoria Hotel, New York; 1991-09-30 - Telcon - Telephone Conversation with President Carlos Andres Perez of Venezuela, September 30, 1991; 1991-10-01 - Telcon - Telephone Conversation with President Carlos Andres Perez of Venezuela, October 1, 1991; 1991-10-10 - Telcon - Telcon with President Carlos Andres Perez President of Venezuela on October 10, 1991; 1991-11-14 - Memcon - Meeting with Carlos Menem, President of Argentina, November 14, 1991; 1991-11-15 - Telcon - Telephone Conversation with Carlos Andres Perez, President of Venezuela on November 15, 1991; 1991-12-17 - Telcon - Telephone Conversation with Carlos Andres Perez, December 18, 1991; 1992-01-16 - Telcon - Telcon with President Carlos Saul Menem of Argentina on January 16, 1992; 1992-03-25 - Telcon - Telcon with Fernando Collor of Brazil on March 25, 1992 (U); 1992-04-07 - Telcon - Telcon with President Carlos Menem of Argentina on April 71 1992, April 7, 1992; 1992-04-09 - Telcon - Telcon with Carlos Andres Perez of Venezuela on April 9, 1992 (&; 1992-04-20 - Telcon - Telcon with Alberto Fujimori of Peru on April 20, 1992; 1992-05-12 - Telcon - Telcon with Fernando Coller, President of Brazil, May 12, 1992; 1992-05-13 - Memcon - Meeting with Patricio Aylwin Azocar, President of the Republic of Chile, May 13, 1992; 1992-06-20 - Telcon - Telcon with Carlos Andres Perez, President of Venezuela, on June 20, 1992; 1992-07-10 - Telcon - Telcon with Fernando Collor, President of Brazil, on July 10, 1992; 1992-07-28 - Memcon - Meeting with Sixto Duran Ballen, PresidentElect of Ecuador, Julyu 28, 1992; 1992-10-31 - Telcon - Telcon with Carlos Menem President of Argentina on October 31, 1992 (); 1992-11-05 - Telcon - Telcon with Carlos Saul Menem of Argentina on November 5, 1992; 1992-11-05 - Telcon - Telcon with Carlos Saul Menem of Argentina on November 5, 1992; 1992-11-27 - Memcon - Telcon with Carlos Andres Perez, President of Venezuela on November 27, 1992 (1 of 2); 1992-11-27 - Memcon - Telcon with Carlos Andres Perez, President of Venezuela on November 27, 1992 (2 of 2); 1992-11-27 - Telcon - Telcon with Carlos Andres Perez, President of Venezuela on November 27, 1992 (U); 1992-12-01 - Telcon - Telcon with President Carlos Menem of Argentina on December 1, 1992; 1992-12-01 - Telcon - Telcon with President Carlos Menem of Argentina on December 1, 1992 (D)","February 6, 1989 - Medium - Alerting NSCS on Presidential; February 16, 1989 - Medium - Letter from President Bush thanking OAS; February 17, 1989 - High - Letter to OAS Secretary General Baena Soares; March 3, 1989 - High - Additiondl Talking Points for Presidential Call; March 3, 1989 - High - Additiondl Talking Points for Presidential Call; March 6, 1989 - Medium - Acting Executive Secretary; March 6, 1989 - Medium - Letter to President Bush from Venezuelan President; MARCH 10, 1989 - High - WRITES REGARDING DISCUSSIONS WITH JAPANESE; March 27, 1989 - Medium - Draft Response from President Bush to Venezuelan; April 5, 1989 - High - Memorandim of Conversation between President Bush; April 5, 1989 - Medium - Memorandtim of Conversation between President Bush; April 7, 1989 - Medium - Presidential Lettér to National Wildlife; April 11, 1989 - High - Request for Announcement of Official Visit of; May 10, 1989 - High - Telephone Call with Carlos Andres Perez of; May 11, 1989 - Medium - Alerting NSCS on Presidential; May 11, 1989 - Medium - Alerting NSCS on Presidential; May 11, 1989 - High - Colombian President Virgilio Barco Suggests July 5-7; May 11, 1989 - High - Colombian President Virgilio Barco Suggests July 5-7; May 11, 1989 - High - Recommendation for Telephone Call by the; May 13, 1989 - High - Photo Opportunity with the President for Guyanese","1989-04-01 - Statement by Press Secretary Fitzwater on President Bush's Meeting With President Carlos Andres Perez of Venezuela; 1989-04-24 - Remarks at the Associated Press Business Luncheon in Chicago, Illinois; 1989-08-21 - Statement by Press Secretary Fitzwater on President Bush's Telephone Conversation With President Virgilio Barco Vargas of Colombia; 1989-08-29 - Exchange With Reporters Following a National Drug Control Strategy Meeting in Kennebunkport, Maine; 1989-09-07 - Remarks at the American Legion Annual Convention in Baltimore, Maryland; 1989-09-18 - The President's News Conference in Helena, Montana; 1989-09-27 - Statement by Press Secretary Fitzwater on President Bush's Meeting With President Carlos Saul Menem of Argentina; 1989-09-28 - Statement by Press Secretary Fitzwater on President Bush's Meeting With President Virgilio Barco Vargas of Colombia; 1989-10-19 - Remarks Following Discussions With Prime Minister Felipe Gonzalez Marquez of Spain; 1990-01-02 - Remarks to the Republican National Committee; 1990-01-10 - Statement by Deputy Press Secretary Popadiuk on President Bush's Telephone Conversation With President Virgilio Barco Vargas of Colombia; 1990-01-11 - Remarks Following Discussions With Prime Minister Anibal Cavaco Silva of Portugal; 1990-01-22 - Statement by Press Secretary Fitzwater on the Overseas Private Investment Corporation Mission to Panama; 1990-01-26 - Statement by Press Secretary Fitzwater on President Bush's Meeting With President-Elect Fernando Collor de Mello of Brazil; 1990-02-05 - Statement by Press Secretary Fitzwater on President Bush's Meeting With President-Elect Luis Alberto Lacalle of Uruguay; 1990-03-21 - Statement on Namibian Independence; 1990-04-19 - News Conference of President Bush and President Frangois Mitterrand of France in Key Largo, Florida; 1990-04-26 - Remarks at the Welcoming Ceremony for President Carlos Andres Pérez of Venezuela; 1990-05-08 - Remarks Following Discussions With President Jaime Paz Zamora of Bolivia; 1990-06-13 - Nomination of Richard C. Brown To Be United States Ambassador to Uruguay",,"bush george herbert walker; george bush; george h w bush; george herbert walker bush; president bush","Bush, George Herbert Walker, President of the United States from January 20, 1989, until January 20, 1993",bush-george-herbert-walker
"Callahan, Robert J.","Public Affairs Officer, U.S. Embassy in La Paz [1990-1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"callahan robert j; robert callahan; robert j callahan","Callahan, Robert J., Public Affairs Officer, U.S. Embassy in La Paz [1990-1992]",callahan-robert-j
"Canning, Michael P.","Public Affairs Officer, U.S. Embassy in Buenos Aires [1990, 1991]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"canning michael p; michael canning; michael p canning","Canning, Michael P., Public Affairs Officer, U.S. Embassy in Buenos Aires [1990, 1991]",canning-michael-p
"Card, Andrew H., Jr.","Assistant to the President and Deputy to the Chief of Staff from January 21, 1989, until March 3, 1991; Assistant to the President and Deputy Chief of Staff from March 3, 1991, until February 24, 1992; Secretary of Transportation from March 11, 1992","Core U.S. principal for Bush 41 South America records; Name appears in site record metadata or OCR candidate text",0,,,yes,6,0,6,0,0,,,,,"February 24, 1989 - High - From: JOSEPH W. HAGIN II; May 16, 1989 - High - From: JOSEPH W. HAGIN II; howaney 24, 1989 - High - From: JOSEPH W. HAGIN II; fepruary 24, 1989 - High - From: JOSEPH W. HAGIN II; pepruary 24, 1989 - High - From: JOSEPH W. HAGIN II; . Open.. - High - From:; "" JOSEPH W. 'HAGIN I",,,"andrew card; andrew h card; card andrew h jr","Card, Andrew H., Jr., Assistant to the President and Deputy to the Chief of Staff from January 21, 1989, until March 3, 1991; Assistant to the President and Deputy Chief of Staff from March 3, 1991, until February 24, 1992; Secretary of Transportation from March 11, 1992",card-andrew-h-jr
"Cason, James C.","Political Counselor, U.S. Embassy in La Paz [1989, 1990]; Deputy Chief of Mission, U.S. Embassy in Tegucigalpa [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"cason james c; james c cason; james cason","Cason, James C., Political Counselor, U.S. Embassy in La Paz [1989, 1990]; Deputy Chief of Mission, U.S. Embassy in Tegucigalpa [1991, 1992]",cason-james-c
